Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
17370,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
17371,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
17372,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
17373,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
17374,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
17375,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
17376,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
17377,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Bareland
17378,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
17379,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
17380,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17381,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17382,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
17383,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
17384,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
17385,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
17386,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
17387,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
17388,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
17389,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
17390,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
17391,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
17392,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
17393,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
17394,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
17395,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
17396,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
17397,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
17398,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
17399,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
17400,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
17401,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
17402,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
17403,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
17404,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
17405,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
17406,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
17407,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
17408,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
17409,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
17410,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
17411,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
17412,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
17413,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
17414,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
17415,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
17416,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17417,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
17418,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
17419,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
17420,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17421,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17422,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
17423,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17424,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
17425,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
17426,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
17427,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
17428,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
17429,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17430,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
17431,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
17432,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
17433,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
17434,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17435,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17436,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17437,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17438,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
17439,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17440,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
17441,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
17442,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17443,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
17444,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
17445,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17446,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17447,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
17448,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
17449,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
17450,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
17451,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
17452,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
17453,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
17454,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
17455,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
17456,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Wetland
17457,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
17458,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
17459,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17460,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17461,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
17462,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
17463,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
17464,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
17465,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
17466,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
17467,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
17468,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
17469,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
17470,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
17471,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
17472,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
17473,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Water
17474,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
17475,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
17476,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
17477,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
17478,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
17479,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
17480,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,NULL
17481,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
17482,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
17483,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
17484,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
17485,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
17486,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Water
17487,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
17488,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
17489,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
17490,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
17491,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
17492,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
17493,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
17494,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
17495,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
17496,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
17497,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
17498,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Wetland
17499,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
17500,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
17501,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
17502,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Water
17503,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
17504,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Water
17505,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
17506,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17507,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
17508,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
17509,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
17510,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
17511,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17512,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
17513,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17514,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17515,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
17516,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17517,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
17518,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
17519,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17520,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
17521,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
17522,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
17523,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
17524,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
17525,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
17526,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
17527,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
17528,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
17529,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
17530,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
17531,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
17532,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
17533,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
17534,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
17535,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
17536,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
17537,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
17538,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
17539,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
17540,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
17541,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
17542,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
17543,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
17544,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
17545,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
17546,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
17547,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
17548,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
17549,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
17550,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
17551,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
17552,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Water
17553,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
17554,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
17555,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
17556,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
17557,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
17558,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
17559,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
17560,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
17561,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
17562,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
17563,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
17564,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
17565,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
17566,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
17567,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
17568,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17569,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
17570,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
17571,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17572,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
17573,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
17574,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17575,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
17576,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
17577,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
17578,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
17579,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
17580,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
17581,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
17582,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
17583,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
17584,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
17585,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
17586,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
17587,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
17588,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
17589,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
17590,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17591,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17592,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17593,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
17594,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
17595,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
17596,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
17597,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
17598,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
17599,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
17600,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
17601,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
17602,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
17603,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
17604,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
17605,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
17606,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
17607,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
17608,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
17609,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Water
17610,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
17611,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
17612,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
17613,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
17614,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17615,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17616,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
17617,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
17618,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
17619,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
17620,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17621,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
17622,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
17623,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
17624,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17625,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
17626,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17627,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
17628,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
17629,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
17630,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
17631,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
17632,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
17633,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
17634,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17635,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Water
17636,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
17637,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17638,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17639,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
17640,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17641,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17642,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
17643,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
17644,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
17645,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
17646,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
17647,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17648,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Built-up
17649,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
17650,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
17651,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
17652,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
17653,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
17654,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
17655,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17656,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
17657,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
17658,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
17659,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
17660,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
17661,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
17662,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
17663,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Forest
17664,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
17665,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
17666,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
17667,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,NULL
17668,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
17669,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
17670,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
17671,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
17672,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
17673,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
17674,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
17675,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
17676,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
17677,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
17678,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
17679,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
17680,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
17681,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
17682,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
17683,Forest,Forest,Built-up,Water,Non_Wetland,Water,Forest,Forest
17684,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Water,Forest
17685,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
17686,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
17687,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
17688,Forest,Forest,Water,NULL,Water,NULL,Water,Water
17689,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
17690,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
17691,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
17692,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Built-up
17693,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
17694,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
17695,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
17696,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
17697,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
17698,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
17699,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
17700,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
17701,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
17702,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
