Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXT_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
372,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
373,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
375,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
377,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
378,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
379,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
389,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
390,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
391,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
393,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
394,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
395,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
396,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
397,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
400,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
401,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
402,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
403,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Bareland
415,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
416,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
418,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
423,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
424,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
426,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
427,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
428,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
429,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
430,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
432,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
433,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
435,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
436,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
437,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
438,NULL,NULL,NULL,Water,Non_Wetland,Built-up,NULL,Grassland
439,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
440,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
441,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
442,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
443,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
444,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
445,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
446,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
447,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
448,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
449,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
450,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
451,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
452,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
453,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
454,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
455,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
456,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
457,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
458,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
459,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
460,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
461,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
502,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
