Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGV_M_R
1337,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1338,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1339,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1340,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1341,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1342,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1343,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1344,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1345,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1346,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1347,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1348,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1349,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1350,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1351,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1352,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1353,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1354,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1355,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1356,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1357,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1358,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1359,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1360,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1362,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1363,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1366,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1367,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1368,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1369,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1371,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1372,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1373,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1374,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1375,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1376,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1377,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1378,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1379,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1380,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1381,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1382,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1383,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1384,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1385,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1386,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1387,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1388,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1389,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1390,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1391,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1392,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1393,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1394,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1395,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1397,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1398,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1399,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1401,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1402,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1403,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1404,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1405,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1406,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1407,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1408,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1409,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1410,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1411,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1412,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1413,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1415,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1417,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1418,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1419,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1420,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1421,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1422,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1423,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1424,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1425,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1426,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1428,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1429,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1430,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1432,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1433,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1434,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1435,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1436,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1437,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1438,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1439,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1440,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1441,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1442,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1443,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1444,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1445,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1446,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1447,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1448,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1449,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1450,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1451,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1453,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1454,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1456,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1457,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1458,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1459,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1460,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1461,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1462,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1463,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1464,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1465,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1466,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1467,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1469,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1470,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1471,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1472,Water,Water,Water,NULL,Water,NULL,NULL,Water
1473,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1474,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1475,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1476,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1477,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1478,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1479,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1480,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1481,Water,Water,Water,Water,Water,NULL,NULL,Water
1482,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1483,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1484,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1485,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1486,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1493,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1494,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1496,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1497,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1498,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1499,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1500,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1501,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1502,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1503,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1505,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
1506,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1507,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1508,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1510,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1511,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1512,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1513,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1514,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1515,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1516,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1517,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1518,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1519,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1521,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1522,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1523,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1524,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1525,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1527,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1528,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1529,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1530,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1531,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1532,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1533,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1534,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1537,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1539,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1540,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1547,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1548,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1549,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1550,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1551,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1552,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1553,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1554,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1555,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1557,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1558,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1559,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1560,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1561,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1562,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1563,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1564,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1565,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1566,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1567,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1568,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1569,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1570,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1571,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1572,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1573,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1574,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1575,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1576,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1577,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1578,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1579,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1580,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1581,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1582,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1583,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1584,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1585,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1586,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1587,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1588,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1589,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1590,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1591,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1593,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1594,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1595,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1596,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
1597,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1598,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1601,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1604,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1605,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1606,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1607,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1608,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1609,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1610,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1611,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1612,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1613,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1615,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1616,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1617,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1618,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1619,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1620,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1621,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1622,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1623,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1624,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1625,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1626,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1627,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1628,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1629,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1630,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1631,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1632,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1633,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1636,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1637,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1639,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1640,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1643,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1646,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1647,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1649,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1650,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1652,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1653,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1654,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1655,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1656,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1657,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1658,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1660,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1661,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1662,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1663,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1664,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1665,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1666,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1667,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1668,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1669,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1670,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1672,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1673,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1674,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1675,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1676,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1677,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1678,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
