Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
399,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
401,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
404,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
407,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
408,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
418,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
421,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Water
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
504,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
509,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
511,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
513,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
525,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
527,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
528,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
530,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
531,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
