Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHU_M_R
3464,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3465,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3466,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3467,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3468,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3469,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3470,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3471,Forest,Water,Water,NULL,Water,NULL,Water,Water
3472,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3473,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3474,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3475,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3476,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3477,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3478,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3479,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3480,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3481,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3482,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3483,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3484,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3485,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3486,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3487,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
3488,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3489,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3490,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3491,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3492,Forest,Water,Water,NULL,Water,Water,Water,Water
3493,Forest,Water,Water,NULL,Water,Water,Water,Forest
3494,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3495,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3496,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3497,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
3498,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3499,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3500,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3501,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3502,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3503,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3504,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3505,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3506,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3507,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3508,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3509,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3510,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3511,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3512,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3513,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3514,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3515,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3516,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3517,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3518,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3519,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3520,Forest,Water,Water,Water,Water,NULL,Water,Water
3521,Forest,Water,Water,Water,Water,NULL,Water,Forest
3522,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3523,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3524,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3525,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3526,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3527,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3528,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3529,Forest,Water,Water,Water,Water,Wetland,Water,Water
3530,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3531,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
3532,Forest,Water,Water,Water,Water,Bareland,Water,Water
3533,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3534,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3535,Forest,Water,Water,Water,Water,Water,Wetland,Water
3536,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3537,Forest,Water,Water,Water,Water,Water,Water,Grassland
3538,Forest,Water,Water,Water,Water,Water,Water,Wetland
3539,Forest,Water,Water,Water,Water,Water,Water,Water
3540,Forest,Water,Water,Water,Water,Water,Water,Forest
3541,Forest,Water,Water,Water,Water,Water,Forest,Forest
3542,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3543,Forest,Water,Water,Water,Water,Forest,Water,Water
3544,Forest,Water,Water,Water,Water,Forest,Water,Forest
3545,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3546,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3547,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3548,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3549,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3550,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3551,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3552,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3553,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3554,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3555,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3556,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3557,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3558,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3559,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3560,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3561,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3562,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3563,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3564,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3565,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3566,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3567,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3568,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3569,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3570,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3571,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3572,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3573,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3574,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3575,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3576,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3577,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3578,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3579,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3580,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3581,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3582,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3583,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3584,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3585,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3586,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3587,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3588,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3589,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3590,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3591,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3592,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3593,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3594,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3595,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3596,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3597,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3598,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3599,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3600,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3601,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3602,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3603,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3604,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3605,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3606,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3607,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3608,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3609,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3610,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3611,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3612,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3613,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3614,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3615,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3616,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3617,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3618,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3619,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3620,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3621,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3622,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3623,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3625,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3626,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3627,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3628,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3633,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3634,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3635,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3636,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3637,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3638,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3639,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3640,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3641,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3642,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3643,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3644,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3645,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3646,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3647,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3648,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3649,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3650,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3651,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3652,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3653,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3654,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3655,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
3656,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3657,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3658,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3659,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3660,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3661,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3663,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3664,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3665,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3666,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3667,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3668,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3669,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3670,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3671,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3672,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3673,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3674,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3675,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3676,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3677,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3678,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3679,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3680,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3681,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3682,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3683,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3685,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3686,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3690,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3691,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3692,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3693,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3694,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3695,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3696,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3697,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3698,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3699,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3700,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3701,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3702,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3703,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3704,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3705,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3706,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3707,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3708,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3709,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3710,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3711,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3712,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3721,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3722,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3723,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3724,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3725,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3726,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3729,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3730,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3731,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3732,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3733,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3734,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3735,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3736,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3737,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3738,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3739,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3740,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3741,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3742,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3743,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3744,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3745,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3746,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
3749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3750,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3751,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3752,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3753,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3754,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3755,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3756,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3757,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3758,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3759,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3760,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3761,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3762,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3763,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3764,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3765,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3766,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3767,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3768,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3769,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3771,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3772,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3773,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3775,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3776,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3777,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3778,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3779,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3780,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3781,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3782,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3783,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3784,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3785,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3786,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3787,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3788,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3789,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3790,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
3791,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3792,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
3793,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3794,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3795,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3796,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
3797,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3798,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3799,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3800,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3801,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3802,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3803,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3804,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3805,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3806,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3807,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3808,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3809,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3810,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3811,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3813,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3814,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3815,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3816,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
