Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
325,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
326,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
328,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
329,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
335,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
336,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
338,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
339,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
340,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
341,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
343,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
344,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
345,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
347,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
349,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
352,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
357,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
358,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
360,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
361,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
380,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
381,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
406,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
412,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
413,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
414,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
417,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
418,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
421,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
422,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
423,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
424,NULL,NULL,Water,NULL,Water,NULL,Built-up,Grassland
425,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
426,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
427,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Cropland
428,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
429,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
430,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
431,NULL,NULL,Water,Non_Water,Water,Built-up,Water,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
433,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
435,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
438,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
440,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
447,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
450,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
461,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
463,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
465,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
466,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
469,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
483,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
491,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
500,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
501,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
503,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
504,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
505,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
506,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
507,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
508,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
509,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
510,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
511,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
512,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
513,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
514,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
515,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
516,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
517,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
518,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
519,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
523,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
524,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
525,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
527,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
528,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
529,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
530,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
531,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
532,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
533,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
534,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
535,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
536,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
537,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
538,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
539,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
540,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
541,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
542,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
543,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
544,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
545,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
546,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
547,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
548,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
550,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
551,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
558,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
559,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
560,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
561,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
564,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
565,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
567,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
568,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
570,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
571,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
572,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
573,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
574,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
575,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
576,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
577,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
578,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
579,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
580,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
581,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
582,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
583,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
584,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
585,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
586,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
587,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
589,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
590,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
591,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
592,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
596,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
598,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
599,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
600,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
601,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
602,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
604,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
605,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
606,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
607,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
609,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
610,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
611,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
612,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
613,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
614,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
615,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
616,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
617,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
618,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
619,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
620,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
621,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
622,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
623,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
