Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
346,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
366,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
367,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
385,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
430,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
489,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
502,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
503,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
504,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
505,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
506,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
507,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
508,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
509,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
510,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
513,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
514,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
515,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
517,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
518,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
519,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
520,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
521,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
523,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
525,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
529,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
530,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
531,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
532,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
533,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
534,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
539,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
541,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
542,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
543,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
545,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
546,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
547,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
548,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
549,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
550,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
551,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
552,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
553,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
554,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
555,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
556,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
557,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
558,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
559,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
560,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
561,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
563,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
565,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
566,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
567,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
568,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
570,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
571,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
572,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
574,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
575,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
576,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
577,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
578,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
579,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
581,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
582,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
583,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
584,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
585,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
586,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
587,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
588,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
589,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
590,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
591,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
592,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
594,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
596,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
599,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
600,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
604,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
613,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
614,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
615,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
616,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
617,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
618,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
619,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
620,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
621,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
622,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
623,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
624,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
625,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
626,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
627,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
628,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
629,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
630,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
631,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
632,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
633,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
634,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
635,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
636,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
637,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
638,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
639,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
640,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
641,NULL,NULL,Water,NULL,Water,Water,Water,Water
642,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
643,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
644,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
645,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
646,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
647,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
648,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
649,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
650,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
651,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
652,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
653,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
654,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
655,NULL,NULL,Water,Water,Water,Cropland,Wetland,Grassland
656,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
657,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
658,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
659,NULL,NULL,Water,Water,Water,Wetland,Water,Water
660,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
661,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
662,NULL,NULL,Water,Water,Water,Water,Water,Wetland
663,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
666,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
