Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
337,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
338,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
339,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
340,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
341,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
342,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
343,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
344,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
345,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
346,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
347,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
350,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
354,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
357,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
358,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
361,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
362,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
363,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
366,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
379,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
380,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
382,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
383,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
384,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
386,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
387,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
390,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
391,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
392,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
400,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
403,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
404,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
406,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
407,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
409,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
410,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
411,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
412,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
413,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
414,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
415,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
416,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
417,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
418,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
419,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
420,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
421,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
422,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
423,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
424,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
425,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
426,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
433,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
434,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
437,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
438,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
440,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
441,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
442,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
444,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
445,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
446,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
447,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
448,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
449,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
450,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
451,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
452,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
453,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
454,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
455,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
457,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
458,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
459,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
460,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
464,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
466,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
467,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
468,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
469,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
470,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
472,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
473,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
474,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
476,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
477,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
478,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
479,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
481,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
482,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
483,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
485,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
492,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
493,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
496,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
499,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
502,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
503,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
506,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
508,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
510,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
511,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
512,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
513,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
514,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
516,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
517,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
518,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
519,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
520,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
521,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
522,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
525,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
527,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
528,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
529,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
530,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
531,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
532,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
533,NULL,Water,Water,NULL,Water,NULL,NULL,Water
534,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
535,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
536,NULL,Water,Water,Water,Water,NULL,NULL,Water
537,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
538,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
540,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
541,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
545,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
546,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
548,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
549,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
552,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
553,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
555,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
556,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
557,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
558,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
559,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
561,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
562,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
563,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
565,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
566,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
569,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
570,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
571,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
572,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
574,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
575,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
576,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
577,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
578,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
579,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
580,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
581,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
582,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
583,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
584,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
585,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
587,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
588,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
589,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
590,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
592,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
593,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
594,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
595,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
596,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
597,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
598,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
601,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
602,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
603,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
604,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
605,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
606,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
607,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
609,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
610,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
613,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
616,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
617,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
618,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
619,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
622,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
624,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
626,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
627,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
629,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
630,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
632,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
634,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
635,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
636,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
637,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
638,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
639,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
640,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
641,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
642,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
643,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
644,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
645,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
646,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
652,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
653,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
654,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
659,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
660,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
661,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
662,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
663,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
664,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
665,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
666,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
668,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
669,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
670,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
671,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
672,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
674,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
676,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
678,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
680,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
681,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
682,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
683,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
684,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
685,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
