Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Built-up
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
579,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
580,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
584,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
585,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
587,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Cropland
589,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
590,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
594,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
596,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
597,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
600,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
607,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
610,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
611,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
612,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Water
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
619,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
621,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
624,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,NULL
630,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
631,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
641,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Bareland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
644,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Bareland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Bareland
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
