Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
4159,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4160,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4161,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4162,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4163,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4164,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4165,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4166,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4167,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4168,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4169,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4170,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4171,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4172,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4173,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4174,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4175,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4176,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4177,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4178,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4179,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4180,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4181,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4182,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4183,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4184,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4185,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4186,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
4187,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4188,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4189,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4190,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4191,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4192,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
4193,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4194,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4195,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4196,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4197,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4198,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
4199,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4200,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4201,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4202,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4203,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4204,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4205,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4206,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4207,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4208,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4209,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4210,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4211,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4212,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4213,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4214,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4215,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4216,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4217,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
4218,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4219,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4220,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4221,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
4222,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4223,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4224,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4225,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4226,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4227,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4228,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4229,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4230,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4231,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4232,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4233,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4234,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4235,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4236,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4237,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4238,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
4239,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4240,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4241,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4242,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4243,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4244,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4245,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4246,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4247,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4248,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4249,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4250,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4251,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4252,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4253,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4254,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4255,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4256,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4257,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4258,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4259,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4260,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4261,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4262,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4263,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4264,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4265,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4266,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4267,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4268,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4269,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4270,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4271,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4272,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4273,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4274,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4275,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4276,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4277,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4278,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4279,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4280,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4281,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4282,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4283,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4284,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4285,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4286,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4287,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4288,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4289,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4290,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4291,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4292,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4293,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4294,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4295,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4296,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4297,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4298,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4299,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4300,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4301,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4302,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4303,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4304,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4305,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4306,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4307,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4308,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4309,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4310,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4311,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4312,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4313,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4314,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4315,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4316,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4317,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4318,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4319,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4320,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4321,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4322,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4323,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4324,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4325,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4326,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4327,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4328,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4329,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4330,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4331,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4332,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4333,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4334,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4335,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4336,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4337,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4338,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4339,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4340,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
4341,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4342,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4343,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4344,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4345,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4346,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4347,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4348,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4349,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4350,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
4351,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4352,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4353,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4354,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4355,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4356,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4357,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4358,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4359,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4360,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4361,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4362,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4363,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4364,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4365,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4366,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4367,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4368,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4369,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4370,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4371,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4372,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4373,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4374,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4375,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
4376,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
4377,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
4378,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4379,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4380,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4381,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4382,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4383,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4384,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4385,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4386,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4387,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4388,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4389,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4390,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4391,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4392,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4393,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4394,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4395,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4396,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4397,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4398,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4399,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4400,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4401,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4402,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4403,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4404,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4405,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4406,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4407,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4408,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4409,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4410,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4411,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4412,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4413,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4414,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4415,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4416,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4417,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4418,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4419,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4420,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4421,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4422,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4423,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4424,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4425,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4426,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4427,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4428,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4429,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4430,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4431,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4432,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4433,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4434,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
4435,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4436,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4437,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4438,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4439,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4440,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4441,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4442,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
4443,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4444,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4445,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4446,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4447,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4448,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4449,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4450,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4451,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4452,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
4453,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
4454,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4455,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4456,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4457,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4458,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4459,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4460,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4461,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4462,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4463,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4464,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
4465,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
4466,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4467,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4468,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4469,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4470,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
4471,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4472,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4473,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4474,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4475,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4476,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4477,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4478,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
4479,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4480,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4481,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4482,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
4483,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
4484,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4485,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4486,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
4487,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4488,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
4489,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
4490,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4491,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
4492,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4493,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
4494,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4495,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4496,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4497,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4498,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
4499,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4500,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
4501,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
4502,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4503,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4504,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
4505,Forest,Water,Water,NULL,Water,NULL,Water,Water
4506,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4507,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4508,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4509,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4510,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4511,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
4512,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4513,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4514,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
