Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
2396,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2397,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2398,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2399,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2400,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2401,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2402,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2403,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2404,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2405,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
2406,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2407,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2408,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
2409,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2410,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2411,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2412,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2413,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2414,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2415,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2416,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2417,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2418,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
2419,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2420,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2421,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2422,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2423,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2424,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2425,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2426,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2427,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
2428,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2429,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2430,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2431,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2432,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2433,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2434,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
2435,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2436,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
2437,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2438,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2439,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
2440,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2441,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2442,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
2443,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2444,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2445,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2446,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2447,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
2448,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2449,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2450,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2451,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
2452,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2453,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2454,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2455,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2456,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2457,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2458,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2459,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2460,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
2461,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2462,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2463,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2464,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2467,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2468,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2470,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2472,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2474,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2479,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2480,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2481,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2485,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2486,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2487,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2488,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2489,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2490,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2491,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2492,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2498,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2499,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2500,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2501,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2503,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2504,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2505,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2513,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2514,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2515,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2516,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2517,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2518,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2519,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2520,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2521,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2522,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2523,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2524,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2525,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2526,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2527,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2528,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2529,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2530,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2531,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2532,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2533,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2534,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2535,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2536,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2537,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2539,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2540,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2541,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2542,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2543,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2544,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2545,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2546,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2547,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2548,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2549,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2550,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2551,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2552,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2553,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2554,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2555,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2556,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2557,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2558,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2559,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2560,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2561,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2562,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2563,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2564,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2565,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2566,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2567,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2568,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2569,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2570,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2571,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2572,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2573,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2574,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2575,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2576,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2577,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2578,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2579,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2580,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2581,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2582,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2583,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2584,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2585,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2586,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2587,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2588,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2589,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2590,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
2591,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2592,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2593,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2594,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2595,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
2596,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2597,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2598,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
2599,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2600,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2601,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2602,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2603,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2604,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
2605,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2606,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2608,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2609,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2610,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2611,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2612,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2613,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2614,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2615,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2616,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2617,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2618,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2619,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2620,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2621,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2622,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2623,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2624,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2625,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2626,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2627,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2628,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2629,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2630,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2631,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2632,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2633,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2634,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2635,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2636,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2637,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2638,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2639,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2640,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2641,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2642,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2643,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2647,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2648,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2649,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2650,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2651,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2652,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2653,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2654,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2655,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2656,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2657,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2658,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2659,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2660,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2661,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2662,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2663,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2664,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2665,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2666,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2667,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2668,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2669,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2670,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2671,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2672,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2673,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2674,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2676,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2677,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2678,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2679,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2680,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2681,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2682,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2683,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2684,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2685,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2686,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2687,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2688,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2689,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2690,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2691,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2692,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2693,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2694,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2695,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2696,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2697,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2698,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2699,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2700,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2701,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2702,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2703,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2704,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2705,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2706,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2707,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
2708,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2709,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2710,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2711,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2712,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2713,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2714,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2715,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2716,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2717,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2718,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2719,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2720,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2721,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2722,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2723,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2724,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2725,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2726,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2727,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2728,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2729,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2730,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2731,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2732,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2733,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2734,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2735,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2736,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
