Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Cropland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Forest
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
371,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
372,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
379,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
402,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
439,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
459,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
464,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
478,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
479,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
480,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
481,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
482,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
483,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
485,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
486,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
487,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
488,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
490,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
491,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
492,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
