Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
336,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
345,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
355,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
362,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
364,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
366,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
367,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
372,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
374,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
375,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
539,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
561,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
562,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
563,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
564,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
566,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
569,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
571,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
572,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
573,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
575,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
576,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
577,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
579,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
580,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
581,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
582,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
586,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
588,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
599,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
600,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
602,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
603,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
604,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
605,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
607,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
608,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
609,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
610,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
612,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
613,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
614,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
615,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
616,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
617,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
618,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
619,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
620,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
621,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
622,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
623,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
624,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
625,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
626,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
627,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
628,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
629,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
631,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
633,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
634,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
635,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
636,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
638,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
639,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
640,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
641,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
642,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
643,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
644,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
645,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
646,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
647,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
648,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Bareland
649,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
650,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
651,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
652,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
653,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
654,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
655,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
656,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
657,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Grassland
658,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
661,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
662,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
