Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
569,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
570,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
573,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
574,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
578,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
586,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
588,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
592,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
