Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMN_M_R
3175,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3176,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3177,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3178,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3179,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3180,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3181,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3182,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3183,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3184,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3185,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3186,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3187,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3188,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3189,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
3190,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3191,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
3192,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3193,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3194,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3195,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3196,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3197,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3198,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3199,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3200,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3201,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3202,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3203,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3204,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3205,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3206,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3207,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3208,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3209,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3210,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3211,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3212,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3213,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3214,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3215,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3216,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3217,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3218,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3219,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3220,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3221,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3222,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3223,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3224,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3225,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3226,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3227,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3228,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3229,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3230,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3231,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
3232,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3233,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3234,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3235,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3236,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3237,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3238,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3239,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3240,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3241,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3242,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3243,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3244,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3245,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3246,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3247,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3248,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3249,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3250,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3251,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3252,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3253,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3254,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3255,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3256,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3270,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3271,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3272,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3277,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3278,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3279,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3280,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3281,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3282,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3283,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3284,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3285,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3286,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3287,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3288,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3289,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3290,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3291,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3292,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3293,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3294,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3295,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3296,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3297,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3298,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3299,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3300,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3301,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3302,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3303,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3304,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3305,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3306,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3307,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3308,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3309,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3310,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3311,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3312,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3314,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3315,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3316,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3317,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3318,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3319,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3320,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3321,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3322,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3323,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3324,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3325,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3326,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3327,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3328,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3329,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3330,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3331,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3332,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3333,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3334,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3335,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3336,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3337,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3338,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3339,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3340,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3341,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3342,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3343,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3344,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3345,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3346,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
3347,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3348,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3349,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3350,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3351,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3352,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3353,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3354,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3355,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3356,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3357,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3358,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
3359,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
3360,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
3361,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3362,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3363,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3364,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3365,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3366,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3367,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3368,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3369,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3370,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3371,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3372,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3373,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3374,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
3375,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3376,Forest,Cropland,Water,Water,Water,Grassland,Water,Water
3377,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Forest
3378,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3379,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3380,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3381,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3382,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3383,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3384,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3385,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3386,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3387,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3388,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3389,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3390,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3391,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3392,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3393,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3394,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3395,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3396,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3397,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3398,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3399,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3400,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3401,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3402,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3403,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3404,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3405,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3406,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3407,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3408,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3409,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3410,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3411,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3412,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3413,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3414,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
3415,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3416,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3417,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3418,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3419,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3420,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3421,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3422,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3423,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3424,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3425,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
3426,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3427,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3430,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3431,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3432,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3433,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3434,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3435,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3436,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3437,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3438,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3439,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3440,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3441,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3442,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3443,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3444,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3445,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3446,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3447,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3448,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3449,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
3450,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
3451,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3452,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3453,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3454,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3455,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3456,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3457,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3458,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3459,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3460,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3463,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3464,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3465,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3466,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3467,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3468,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3469,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3470,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3471,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3472,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3473,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3474,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3475,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3476,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3477,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3478,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3479,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3480,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3481,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3482,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3483,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3484,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3485,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3486,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3487,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3488,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3489,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Bareland
3490,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3491,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3492,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3493,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3494,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3495,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
3496,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3497,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3498,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3499,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3500,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3501,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
3502,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
