Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVF_M_R
1338,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1339,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1340,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
1341,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1342,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1343,Forest,Water,NULL,NULL,Non_Wetland,Water
1344,Forest,Water,NULL,NULL,Non_Wetland,Forest
1345,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1346,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1347,Forest,Water,NULL,Water,Non_Wetland,Bareland
1348,Forest,Water,NULL,Water,Non_Wetland,Water
1349,Forest,Water,NULL,Water,Non_Wetland,Forest
1350,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1351,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1352,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1353,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1354,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1355,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1356,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1357,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1358,Forest,Water,Shrubland,Water,Non_Wetland,Water
1359,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1360,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1361,Forest,Water,Grassland,NULL,Non_Wetland,Water
1362,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1363,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1364,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1365,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1366,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1367,Forest,Water,Grassland,Water,Non_Wetland,Water
1368,Forest,Water,Grassland,Water,Non_Wetland,Forest
1369,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1370,Forest,Water,Cropland,NULL,Non_Wetland,Water
1371,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1372,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1373,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1374,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1375,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1376,Forest,Water,Cropland,Water,Non_Wetland,Water
1377,Forest,Water,Cropland,Water,Non_Wetland,Forest
1378,Forest,Water,Wetland,NULL,Wetland,Grassland
1379,Forest,Water,Wetland,NULL,Wetland,Bareland
1380,Forest,Water,Wetland,NULL,Wetland,Water
1381,Forest,Water,Wetland,NULL,Wetland,Forest
1382,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1383,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1384,Forest,Water,Wetland,Non_Water,Wetland,Water
1385,Forest,Water,Wetland,Non_Water,Wetland,Forest
1386,Forest,Water,Wetland,Water,Wetland,Grassland
1387,Forest,Water,Wetland,Water,Wetland,Water
1388,Forest,Water,Wetland,Water,Wetland,Forest
1389,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1390,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1391,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1392,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1393,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1394,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1395,Forest,Water,Bareland,Water,Non_Wetland,Water
1396,Forest,Water,Bareland,Water,Non_Wetland,Forest
1397,Forest,Water,Built-up,NULL,Non_Wetland,Water
1398,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1399,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1400,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1401,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1402,Forest,Water,Built-up,Water,Non_Wetland,Bareland
1403,Forest,Water,Built-up,Water,Non_Wetland,Water
1404,Forest,Water,Built-up,Water,Non_Wetland,Forest
1405,Forest,Water,Water,NULL,Water,Grassland
1406,Forest,Water,Water,NULL,Water,Water
1407,Forest,Water,Water,NULL,Water,Forest
1408,Forest,Water,Water,Non_Water,Water,Grassland
1409,Forest,Water,Water,Non_Water,Water,Bareland
1410,Forest,Water,Water,Non_Water,Water,Water
1411,Forest,Water,Water,Non_Water,Water,Forest
1412,Forest,Water,Water,Water,Water,Grassland
1413,Forest,Water,Water,Water,Water,Water
1414,Forest,Water,Water,Water,Water,Forest
1415,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1416,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1417,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1418,Forest,Water,Forest,NULL,Non_Wetland,Water
1419,Forest,Water,Forest,NULL,Non_Wetland,Forest
1420,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1421,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1422,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1423,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1424,Forest,Water,Forest,Water,Non_Wetland,Grassland
1425,Forest,Water,Forest,Water,Non_Wetland,Water
1426,Forest,Water,Forest,Water,Non_Wetland,Forest
1427,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1428,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1429,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1430,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1431,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1432,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1433,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1434,Forest,Forest,NULL,Water,Non_Wetland,Water
1435,Forest,Forest,NULL,Water,Non_Wetland,Forest
1436,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1437,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1439,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1440,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1441,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1442,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1443,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1444,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1445,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1446,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1447,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
1448,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1449,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1450,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1451,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1452,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1453,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1454,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1455,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1456,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1457,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1458,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1459,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1460,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1461,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1462,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1463,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1464,Forest,Forest,Grassland,Water,Non_Wetland,Water
1465,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1466,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1467,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1468,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1469,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1470,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1471,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1472,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1473,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1474,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1475,Forest,Forest,Cropland,Water,Non_Wetland,Water
1476,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1477,Forest,Forest,Wetland,NULL,Wetland,NULL
1478,Forest,Forest,Wetland,NULL,Wetland,Grassland
1479,Forest,Forest,Wetland,NULL,Wetland,Wetland
1480,Forest,Forest,Wetland,NULL,Wetland,Bareland
1481,Forest,Forest,Wetland,NULL,Wetland,Water
1482,Forest,Forest,Wetland,NULL,Wetland,Forest
1483,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1484,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1485,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1486,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1487,Forest,Forest,Wetland,Non_Water,Wetland,Water
1488,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1489,Forest,Forest,Wetland,Water,Wetland,Grassland
1490,Forest,Forest,Wetland,Water,Wetland,Wetland
1491,Forest,Forest,Wetland,Water,Wetland,Bareland
1492,Forest,Forest,Wetland,Water,Wetland,Water
1493,Forest,Forest,Wetland,Water,Wetland,Forest
1494,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1495,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1496,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1497,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1498,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1499,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1500,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1501,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1502,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1503,Forest,Forest,Bareland,Water,Non_Wetland,Water
1504,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1505,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1506,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1507,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1508,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1509,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1510,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1511,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1512,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1513,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1514,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1515,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1516,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1517,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1518,Forest,Forest,Built-up,Water,Non_Wetland,Water
1519,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1520,Forest,Forest,Water,NULL,Water,Grassland
1521,Forest,Forest,Water,NULL,Water,Water
1522,Forest,Forest,Water,NULL,Water,Forest
1523,Forest,Forest,Water,Non_Water,Water,Grassland
1524,Forest,Forest,Water,Non_Water,Water,Bareland
1525,Forest,Forest,Water,Non_Water,Water,Water
1526,Forest,Forest,Water,Non_Water,Water,Forest
1527,Forest,Forest,Water,Water,Water,Grassland
1528,Forest,Forest,Water,Water,Water,Wetland
1529,Forest,Forest,Water,Water,Water,Bareland
1530,Forest,Forest,Water,Water,Water,Water
1531,Forest,Forest,Water,Water,Water,Forest
1532,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1533,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1534,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1535,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1536,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1537,Forest,Forest,Forest,NULL,Non_Wetland,Water
1538,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1539,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1540,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1541,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1542,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1543,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1544,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1545,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1546,Forest,Forest,Forest,Water,Non_Wetland,Water
1547,Forest,Forest,Forest,Water,Non_Wetland,Forest
