Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R
8865,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8866,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
8867,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8868,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8869,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8870,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8871,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8872,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8873,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8874,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8875,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8876,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8877,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8878,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8879,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8880,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8881,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8882,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8883,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8884,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
8885,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
8886,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8887,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8888,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8889,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8890,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8891,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8892,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8893,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8894,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8895,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8896,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8897,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8898,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
8899,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8900,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8901,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8902,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8903,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8904,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8905,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8906,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8907,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8908,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8909,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8910,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
8911,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8912,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8913,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8914,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8915,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8916,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8917,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
8918,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8919,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8920,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8921,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
8922,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8923,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8924,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8925,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8926,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8927,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8928,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8929,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8930,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
8931,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8932,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8933,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8934,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8935,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8936,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8937,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8938,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8939,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8940,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8941,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8942,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8943,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8944,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
8945,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8946,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8947,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8948,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8949,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
8950,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8951,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8952,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8953,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8954,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
8955,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8956,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8957,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8958,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8959,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8960,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8961,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8962,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8963,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8964,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
8965,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8966,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8967,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8968,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8969,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8970,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8977,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8978,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8979,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
8980,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8981,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8982,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8983,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8984,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8985,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8986,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8987,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8988,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
8989,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8990,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
8991,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8992,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8993,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8994,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8995,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8996,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8997,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8998,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8999,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9000,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9001,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9002,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9003,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9004,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9005,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9006,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9007,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9008,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9009,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9010,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9011,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9012,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9013,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9014,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9015,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9016,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9017,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9018,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9019,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9020,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9021,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9022,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9023,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9024,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9025,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9026,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9027,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9028,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9029,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9030,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9031,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9032,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9033,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
9034,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9035,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9036,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9037,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9038,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9039,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9040,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9041,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9042,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9043,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9044,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9045,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9046,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9047,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9048,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9049,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9050,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9051,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9052,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9053,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9054,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
9055,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9056,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
9057,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9058,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9059,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9060,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
9061,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9062,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9064,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9065,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
9066,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9067,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9068,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9069,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9070,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9071,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9072,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
9073,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
9074,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9075,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9076,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9077,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9078,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9079,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9080,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9081,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9082,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9083,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9084,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9085,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9086,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9087,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9094,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9099,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9100,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9101,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9102,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9103,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9104,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9105,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9106,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9107,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9108,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9109,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9110,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9111,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9112,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9113,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9114,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9115,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9116,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9117,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9118,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9119,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9120,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9121,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9122,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9123,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9124,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9125,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9126,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9127,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9128,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9129,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9130,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9131,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9132,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9133,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9134,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9135,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9136,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9137,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9138,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9139,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9140,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9141,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9142,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
9143,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
9144,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9145,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9146,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9147,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9148,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9149,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9150,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9151,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9152,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9153,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9154,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9155,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9156,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9157,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9158,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9159,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9160,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9161,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9162,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9163,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9164,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
9165,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9166,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9167,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9168,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9169,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9170,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
9171,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
9172,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9173,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9174,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9175,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
9176,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
9177,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9178,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9179,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9180,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9181,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9182,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9183,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9184,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9185,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9186,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9187,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9188,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
