Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
2555,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2556,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2557,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2558,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2559,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2560,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2561,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2562,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2563,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2564,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2565,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2566,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
2567,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2568,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2569,Forest,Water,Water,NULL,Water,NULL,Water,Water
2570,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2571,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2572,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
2573,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2574,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
2575,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2576,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2577,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2578,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2579,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2580,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2581,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2582,Forest,Water,Water,NULL,Water,Water,Water,Water
2583,Forest,Water,Water,NULL,Water,Water,Water,Forest
2584,Forest,Water,Water,NULL,Water,Water,Forest,Water
2585,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2586,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2587,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2588,Forest,Water,Water,NULL,Water,Forest,Water,Water
2589,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2590,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2591,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2592,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2593,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2594,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2595,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2596,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2597,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2598,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2599,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2600,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2601,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2602,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2603,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2604,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2605,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2606,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2607,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2608,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2609,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2610,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2611,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2612,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2613,Forest,Water,Water,Water,Water,NULL,Water,Water
2614,Forest,Water,Water,Water,Water,NULL,Water,Forest
2615,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2616,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2617,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2618,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2619,Forest,Water,Water,Water,Water,Grassland,Water,Water
2620,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2621,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2622,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2623,Forest,Water,Water,Water,Water,Wetland,Water,Water
2624,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2625,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2626,Forest,Water,Water,Water,Water,Water,Wetland,Water
2627,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2628,Forest,Water,Water,Water,Water,Water,Water,Grassland
2629,Forest,Water,Water,Water,Water,Water,Water,Wetland
2630,Forest,Water,Water,Water,Water,Water,Water,Bareland
2631,Forest,Water,Water,Water,Water,Water,Water,Water
2632,Forest,Water,Water,Water,Water,Water,Water,Forest
2633,Forest,Water,Water,Water,Water,Water,Forest,Water
2634,Forest,Water,Water,Water,Water,Water,Forest,Forest
2635,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
2636,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2637,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2638,Forest,Water,Water,Water,Water,Forest,Water,Wetland
2639,Forest,Water,Water,Water,Water,Forest,Water,Water
2640,Forest,Water,Water,Water,Water,Forest,Water,Forest
2641,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2642,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2643,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2644,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2645,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2646,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2647,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2648,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2649,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2650,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2651,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2652,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2653,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2654,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2655,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2656,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2657,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2658,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2659,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2660,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2661,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2662,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2663,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2664,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2665,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2666,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2667,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2668,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2669,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2670,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2671,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2672,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2673,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2674,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2675,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2676,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2677,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2678,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2679,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2680,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2681,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2682,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2683,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2684,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2685,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2686,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2687,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2688,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2689,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2690,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2691,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2692,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2693,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2694,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2695,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2696,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2697,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2698,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2699,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2700,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2701,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2702,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2703,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2704,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2705,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2706,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2707,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2708,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2709,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2710,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2711,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2712,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2713,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2714,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2715,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2716,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2717,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2718,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2719,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2720,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2721,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2722,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2723,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2724,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2725,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2726,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2727,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2728,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2729,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2730,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2731,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2732,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2733,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2734,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2735,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2736,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2737,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2738,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2739,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2740,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2741,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2742,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2743,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2744,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2745,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2746,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2747,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2748,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2749,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2750,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2751,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2752,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2753,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2754,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2756,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2757,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2758,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2759,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2760,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2761,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2762,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2763,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2764,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2766,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2767,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2768,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2769,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2770,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2771,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2772,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2773,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2774,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2775,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2776,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2777,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2778,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2779,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2780,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2781,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2782,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2783,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2784,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2785,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2786,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2787,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2788,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2789,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2790,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2791,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2792,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2793,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2794,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2795,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2796,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2797,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2798,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2799,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2800,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2801,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
2802,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2803,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2804,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2805,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2806,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2807,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2808,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2809,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2810,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2811,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
2812,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2813,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2814,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2815,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2816,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2817,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2818,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2819,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2820,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2822,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2823,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2824,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2825,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2827,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2828,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2829,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2830,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2831,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2832,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2833,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2834,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2835,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2837,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2838,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2839,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2840,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2841,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2842,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2843,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2844,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2845,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2846,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2847,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2848,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2849,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2850,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2851,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2852,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2853,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2854,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2855,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2856,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2857,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2858,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2859,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2860,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2861,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2862,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2863,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2864,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2865,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2866,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2867,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2868,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2869,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2870,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2871,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2872,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2873,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2874,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2875,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2876,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2877,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2878,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2879,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2880,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2881,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2882,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2883,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2884,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2885,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2886,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2887,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2888,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2889,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2890,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2891,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2892,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2893,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2894,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2895,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2896,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2897,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2898,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2899,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2900,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2901,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2902,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2903,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2904,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2905,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2906,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2907,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2908,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2909,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2910,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2911,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
