Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRA_M_R
9242,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9243,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9244,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9245,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9246,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9247,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9248,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
9249,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
9250,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
9251,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
9252,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
9253,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9254,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
9255,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9256,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9257,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
9258,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9259,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
9260,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9261,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9262,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
9263,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
9264,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Forest
9265,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Forest,Forest
9266,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9267,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9268,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9269,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9270,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9271,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9272,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
9273,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9274,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9275,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
9276,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9277,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9278,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9279,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9280,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
9281,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9282,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
9283,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9284,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
9285,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9286,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9287,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
9288,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9289,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
9290,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
9291,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
9292,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
9293,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9294,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
9295,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
9296,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
9297,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
9298,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9299,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9300,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9301,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9302,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
9303,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
9304,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
9305,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
9306,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9307,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
9308,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
9309,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
9310,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Water,Forest
9311,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
9312,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
9313,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Forest
9314,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
9315,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
9316,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
9317,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
9318,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
9319,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
9320,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
9321,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
9322,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
9323,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
9324,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Forest
9325,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
9326,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Water,Forest
9327,Forest,Wetland,Water,NULL,Water,NULL,Grassland,Forest
9328,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
9329,Forest,Wetland,Water,NULL,Water,NULL,Water,Wetland
9330,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
9331,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
9332,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9333,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
9334,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9335,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
9336,Forest,Wetland,Water,NULL,Water,Grassland,Water,Grassland
9337,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
9338,Forest,Wetland,Water,NULL,Water,Grassland,Forest,Forest
9339,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Forest
9340,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
9341,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
9342,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
9343,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9344,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9345,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9346,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9347,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9348,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9349,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
9350,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9351,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
9352,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
9353,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
9354,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
9355,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9356,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
9357,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
9358,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
9359,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9360,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9361,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9362,Forest,Wetland,Water,NULL,Water,Water,Forest,Grassland
9363,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
9364,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
9365,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
9366,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9367,Forest,Wetland,Water,NULL,Water,Forest,Water,Wetland
9368,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
9369,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
9370,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
9371,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9372,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
9373,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
9374,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
9375,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
9376,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9377,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
9378,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9379,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9380,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9381,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9382,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9383,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9384,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9385,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
9386,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9387,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9388,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9389,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9390,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9391,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9392,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9393,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9394,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
9395,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
9396,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
9397,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
9398,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9399,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
9400,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
9401,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
9402,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
9403,Forest,Wetland,Water,Water,Water,NULL,Water,Water
9404,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
9405,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
9406,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
9407,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
9408,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
9409,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9410,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
9411,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
9412,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
9413,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
9414,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
9415,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
9416,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
9417,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9418,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
9419,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
9420,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9421,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9422,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9423,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9424,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
9425,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9426,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9427,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9428,Forest,Wetland,Water,Water,Water,Wetland,Forest,Grassland
9429,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
9430,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
9431,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
9432,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
9433,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9434,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
9435,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
9436,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
9437,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9438,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9439,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9440,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
9441,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9442,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
9443,Forest,Wetland,Water,Water,Water,Water,Water,Water
9444,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9445,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
9446,Forest,Wetland,Water,Water,Water,Water,Forest,Water
9447,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
9448,Forest,Wetland,Water,Water,Water,Forest,Grassland,Forest
9449,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
9450,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
9451,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
9452,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
9453,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
9454,Forest,Wetland,Water,Water,Water,Forest,Water,Water
9455,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9456,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
9457,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9458,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9459,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9460,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9461,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9462,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9463,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9464,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9465,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9466,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9467,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
9468,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9469,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9470,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9471,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9472,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9473,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9474,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9475,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9476,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9477,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
9478,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9479,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9480,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9481,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9482,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
9483,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9484,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9485,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9486,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9487,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9488,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9489,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9490,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9491,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9492,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9493,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9494,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9495,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9496,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9497,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9498,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9499,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9500,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9501,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9502,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9503,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9504,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9505,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9506,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9507,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9508,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9509,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9510,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9511,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9512,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9513,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9514,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9515,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9516,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9517,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
9518,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9519,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9520,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9521,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9522,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9523,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9524,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9525,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9526,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9527,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9528,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9529,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9530,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9531,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9532,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
9533,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9534,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9535,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9536,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
9537,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9538,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
9539,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9540,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9541,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9542,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9543,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9544,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9545,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9546,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9547,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9548,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9549,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9550,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9551,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9552,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9553,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9554,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9555,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9556,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9557,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9558,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9559,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9560,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9561,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9562,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
9563,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
9564,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
9565,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9566,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
9567,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
9568,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9569,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9570,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9571,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9572,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
9573,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9574,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
9575,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
9576,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9577,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
9578,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9579,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9580,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9581,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9582,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9583,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9584,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9585,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9586,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
9587,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9588,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
9589,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
9590,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9591,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9592,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
9593,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
