Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R
338,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
340,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
341,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
343,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
344,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
345,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
351,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
353,NULL,Water,Water,NULL,Water,NULL,NULL,Water
354,NULL,Water,Water,Water,Water,NULL,NULL,Water
355,NULL,Water,Water,Water,Water,NULL,NULL,Forest
356,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
358,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
359,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
361,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
362,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
363,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
366,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
367,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
368,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
370,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
371,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
372,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
374,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
376,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
380,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
382,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
384,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
387,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
388,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
390,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
393,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
395,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
398,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
399,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
400,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
401,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
402,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
403,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
404,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
405,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
406,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
408,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
409,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
410,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
411,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
412,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
413,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
414,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
415,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
416,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
417,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
418,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
419,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
420,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
422,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
424,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
425,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
426,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
427,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
428,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
429,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
430,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
431,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
433,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
434,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
435,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
436,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
438,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
441,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
442,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
444,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
454,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
456,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
457,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
458,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
469,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
470,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
471,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
472,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
473,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
474,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
475,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
476,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
477,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
478,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
479,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
480,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
481,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
483,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
484,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
485,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
486,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
487,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
488,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
489,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
490,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
491,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
492,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
493,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
494,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
497,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
498,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
499,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
504,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
505,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
506,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
507,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
509,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
511,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
512,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
514,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
516,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
518,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
519,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
520,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
522,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
523,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
524,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
525,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
530,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
532,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
534,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
535,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
536,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
537,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
538,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
542,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
544,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
545,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
546,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
547,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
548,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
549,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
550,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
551,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
552,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
553,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
554,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
555,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
558,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
559,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
560,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
561,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
562,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
564,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
566,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
567,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
571,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
574,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
577,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
580,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
582,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
583,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
585,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
586,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
587,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
588,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
589,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
591,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
592,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
594,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
595,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
597,Grassland,Water,Water,Water,Water,NULL,NULL,Water
598,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
599,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
601,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
602,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
603,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
605,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
607,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
610,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
613,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
614,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
616,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
617,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
618,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
620,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
621,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
622,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
624,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
625,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
626,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
627,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
629,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
631,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
632,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
633,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
636,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
638,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
647,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
652,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
653,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
654,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
655,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
656,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
657,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
658,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
661,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
662,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
663,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
666,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
667,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
669,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
670,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
672,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
674,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
675,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
678,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
681,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
682,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
