Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUG_M_R
1306,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1307,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1308,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1309,Bareland,Wetland,Wetland,Water,Wetland,Water
1310,Bareland,Wetland,Wetland,Water,Wetland,Forest
1311,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1312,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1313,Bareland,Wetland,Water,Water,Water,Grassland
1314,Bareland,Wetland,Water,Water,Water,Water
1315,Bareland,Wetland,Water,Water,Water,Forest
1316,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1317,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1318,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1319,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1320,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1321,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1322,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1323,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1324,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1325,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1326,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1327,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1328,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1329,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1330,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1331,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
1332,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1333,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1334,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1335,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1336,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1337,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1338,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1339,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1340,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1341,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1342,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1343,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1344,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1345,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1346,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1347,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1348,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1349,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1350,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1351,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1352,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1353,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1354,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1355,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1356,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1357,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1358,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1359,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1360,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1361,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1362,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1363,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1364,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1365,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1366,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1367,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1368,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1369,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1370,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1371,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1372,Bareland,Bareland,Wetland,NULL,Wetland,Water
1373,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1374,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1375,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1376,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1377,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1378,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1379,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1380,Bareland,Bareland,Wetland,Water,Wetland,Water
1381,Bareland,Bareland,Wetland,Water,Wetland,Forest
1382,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1383,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1384,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1385,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1386,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1387,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1388,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1389,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1390,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1391,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1392,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1393,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1394,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1395,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1396,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1397,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1398,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1399,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1400,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1401,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1402,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1403,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1404,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1405,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1406,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1407,Bareland,Bareland,Water,NULL,Water,Grassland
1408,Bareland,Bareland,Water,NULL,Water,Bareland
1409,Bareland,Bareland,Water,NULL,Water,Water
1410,Bareland,Bareland,Water,NULL,Water,Forest
1411,Bareland,Bareland,Water,Non_Water,Water,Grassland
1412,Bareland,Bareland,Water,Non_Water,Water,Bareland
1413,Bareland,Bareland,Water,Non_Water,Water,Water
1414,Bareland,Bareland,Water,Non_Water,Water,Forest
1415,Bareland,Bareland,Water,Water,Water,Grassland
1416,Bareland,Bareland,Water,Water,Water,Bareland
1417,Bareland,Bareland,Water,Water,Water,Water
1418,Bareland,Bareland,Water,Water,Water,Forest
1419,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1420,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1421,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1422,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1423,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1424,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1425,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1426,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1427,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1428,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1429,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1430,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1431,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1432,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1433,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1434,Bareland,Built-up,NULL,NULL,Non_Wetland,Water
1435,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1436,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1437,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1438,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1439,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1440,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1441,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1442,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1443,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1444,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Water
1445,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1446,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1447,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1448,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1449,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1450,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1451,Bareland,Built-up,Wetland,Non_Water,Wetland,Forest
1452,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1453,Bareland,Built-up,Wetland,Water,Wetland,Water
1454,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1455,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1456,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1457,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1458,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1459,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1460,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1461,Bareland,Built-up,Water,NULL,Water,Grassland
1462,Bareland,Built-up,Water,NULL,Water,Bareland
1463,Bareland,Built-up,Water,Non_Water,Water,Water
1464,Bareland,Built-up,Water,Water,Water,Bareland
1465,Bareland,Built-up,Water,Water,Water,Water
1466,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1467,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1468,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1469,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1470,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1471,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1472,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1473,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1474,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1475,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1476,Bareland,Water,NULL,NULL,Non_Wetland,Water
1477,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1478,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1479,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1480,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1481,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1482,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1483,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1484,Bareland,Water,NULL,Water,Non_Wetland,Water
1485,Bareland,Water,NULL,Water,Non_Wetland,Forest
1486,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1487,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1488,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1489,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1490,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1491,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1492,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1493,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1494,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1495,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1496,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1497,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1498,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1499,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1500,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1501,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1502,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1503,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1504,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1505,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1506,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1507,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1508,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1509,Bareland,Water,Grassland,Water,Non_Wetland,Water
1510,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1511,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1512,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1513,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1514,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1515,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1516,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1517,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1518,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1519,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1520,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1521,Bareland,Water,Cropland,Water,Non_Wetland,Water
1522,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1523,Bareland,Water,Wetland,NULL,Wetland,Grassland
1524,Bareland,Water,Wetland,NULL,Wetland,Bareland
1525,Bareland,Water,Wetland,NULL,Wetland,Water
1526,Bareland,Water,Wetland,NULL,Wetland,Forest
1527,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1528,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1529,Bareland,Water,Wetland,Non_Water,Wetland,Water
1530,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1531,Bareland,Water,Wetland,Water,Wetland,Grassland
1532,Bareland,Water,Wetland,Water,Wetland,Bareland
1533,Bareland,Water,Wetland,Water,Wetland,Water
1534,Bareland,Water,Wetland,Water,Wetland,Forest
1535,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1536,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1537,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1538,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1539,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1540,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1541,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1542,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1543,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1544,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1545,Bareland,Water,Bareland,Water,Non_Wetland,Water
1546,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1547,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1548,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1549,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1550,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1551,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1552,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1553,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1554,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up
1555,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1556,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1557,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1558,Bareland,Water,Built-up,Water,Non_Wetland,Water
1559,Bareland,Water,Water,NULL,Water,Grassland
1560,Bareland,Water,Water,NULL,Water,Cropland
1561,Bareland,Water,Water,NULL,Water,Bareland
1562,Bareland,Water,Water,NULL,Water,Water
1563,Bareland,Water,Water,NULL,Water,Forest
1564,Bareland,Water,Water,Non_Water,Water,Grassland
1565,Bareland,Water,Water,Non_Water,Water,Bareland
1566,Bareland,Water,Water,Non_Water,Water,Water
1567,Bareland,Water,Water,Non_Water,Water,Forest
1568,Bareland,Water,Water,Water,Water,Grassland
1569,Bareland,Water,Water,Water,Water,Bareland
1570,Bareland,Water,Water,Water,Water,Water
1571,Bareland,Water,Water,Water,Water,Forest
1572,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1573,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1574,Bareland,Water,Forest,NULL,Non_Wetland,Water
1575,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1576,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1577,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1578,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1579,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1580,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1581,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1582,Bareland,Water,Forest,Water,Non_Wetland,Water
1583,Bareland,Water,Forest,Water,Non_Wetland,Forest
1584,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1585,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1586,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1587,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland
1588,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest
1589,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1590,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1591,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1592,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1593,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1594,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1595,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1596,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1597,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1598,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1599,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1600,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1601,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1602,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1603,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1604,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1605,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1606,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1607,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1608,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1609,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1610,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1611,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1612,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1613,Bareland,Forest,Wetland,NULL,Wetland,Forest
1614,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1615,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1616,Bareland,Forest,Wetland,Water,Wetland,Grassland
1617,Bareland,Forest,Wetland,Water,Wetland,Forest
1618,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1619,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1620,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1621,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1622,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1623,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1624,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1625,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1626,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1627,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1628,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1629,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1630,Bareland,Forest,Water,NULL,Water,Bareland
1631,Bareland,Forest,Water,NULL,Water,Forest
1632,Bareland,Forest,Water,Non_Water,Water,Grassland
1633,Bareland,Forest,Water,Non_Water,Water,Forest
1634,Bareland,Forest,Water,Water,Water,Grassland
1635,Bareland,Forest,Water,Water,Water,Water
1636,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1637,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1638,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1639,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1640,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1641,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1642,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1643,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1644,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1645,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1646,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1647,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1648,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1649,Water,NULL,NULL,NULL,Non_Wetland,NULL
1650,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1651,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1652,Water,NULL,NULL,NULL,Non_Wetland,Water
1653,Water,NULL,NULL,NULL,Non_Wetland,Forest
1654,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1655,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1656,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1657,Water,NULL,NULL,Water,Non_Wetland,Grassland
1658,Water,NULL,NULL,Water,Non_Wetland,Water
1659,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1660,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1661,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1662,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1663,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1664,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1665,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1666,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1667,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1668,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1669,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1670,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1671,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1672,Water,NULL,Shrubland,Water,Non_Wetland,Water
1673,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1674,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1675,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1676,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1677,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1678,Water,NULL,Grassland,NULL,Non_Wetland,Water
1679,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1680,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1681,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1682,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1683,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1684,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1685,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1686,Water,NULL,Grassland,Water,Non_Wetland,Water
1687,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1688,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1689,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1690,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1691,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1692,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1693,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1694,Water,NULL,Cropland,Water,Non_Wetland,Water
1695,Water,NULL,Wetland,NULL,Wetland,Grassland
1696,Water,NULL,Wetland,NULL,Wetland,Bareland
1697,Water,NULL,Wetland,NULL,Wetland,Water
1698,Water,NULL,Wetland,NULL,Wetland,Forest
1699,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1700,Water,NULL,Wetland,Non_Water,Wetland,Water
1701,Water,NULL,Wetland,Non_Water,Wetland,Forest
1702,Water,NULL,Wetland,Water,Wetland,Grassland
1703,Water,NULL,Wetland,Water,Wetland,Wetland
1704,Water,NULL,Wetland,Water,Wetland,Bareland
1705,Water,NULL,Wetland,Water,Wetland,Water
1706,Water,NULL,Wetland,Water,Wetland,Forest
1707,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1708,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1709,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1710,Water,NULL,Bareland,NULL,Non_Wetland,Water
1711,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1712,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1713,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1714,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1715,Water,NULL,Bareland,Water,Non_Wetland,Water
1716,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1717,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1718,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1719,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1720,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1721,Water,NULL,Built-up,Water,Non_Wetland,Water
1722,Water,NULL,Built-up,Water,Non_Wetland,Forest
1723,Water,NULL,Water,NULL,Water,Grassland
1724,Water,NULL,Water,NULL,Water,Bareland
1725,Water,NULL,Water,NULL,Water,Water
1726,Water,NULL,Water,NULL,Water,Forest
1727,Water,NULL,Water,Non_Water,Water,Grassland
1728,Water,NULL,Water,Non_Water,Water,Bareland
1729,Water,NULL,Water,Non_Water,Water,Forest
1730,Water,NULL,Water,Water,Water,Grassland
1731,Water,NULL,Water,Water,Water,Wetland
1732,Water,NULL,Water,Water,Water,Bareland
1733,Water,NULL,Water,Water,Water,Water
1734,Water,NULL,Water,Water,Water,Forest
