Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
3664,Forest,Water,Water,Water,Water,Water,Forest,Forest
3665,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3666,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
3667,Forest,Water,Water,Water,Water,Forest,Water,Grassland
3668,Forest,Water,Water,Water,Water,Forest,Water,Water
3669,Forest,Water,Water,Water,Water,Forest,Water,Forest
3670,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3671,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3672,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3673,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3674,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
3675,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3676,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3677,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3678,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3679,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3680,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3681,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3682,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3683,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3684,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3685,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3686,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3690,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3691,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3692,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3693,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3694,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3695,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3696,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3697,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3698,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3699,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3700,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3701,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3702,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3703,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3704,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3705,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3706,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3707,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3708,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3709,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3710,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3711,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3712,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3713,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3714,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3716,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3717,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3718,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3719,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3720,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3721,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3722,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3723,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3724,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3725,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3726,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3727,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3728,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3729,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3730,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3731,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3732,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3733,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3734,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3735,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3736,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3737,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3738,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3739,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3740,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3741,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3742,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3743,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3744,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3745,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3746,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3747,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3748,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3749,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3750,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3751,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3752,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3753,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3754,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3755,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3756,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3760,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3761,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3764,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3765,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3766,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3767,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3768,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3769,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3770,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3771,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3772,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3773,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3774,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3775,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3776,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3777,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3778,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3779,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3780,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3781,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3782,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3783,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3784,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3785,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3786,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3787,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
3788,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3789,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3790,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3791,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3792,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3793,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3794,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3795,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3796,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3797,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3798,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3799,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3800,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3801,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3802,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3803,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3804,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3805,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3806,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3807,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3808,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3809,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3810,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3811,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3812,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3813,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3814,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3815,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3816,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3817,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3818,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3819,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3820,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3821,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3822,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3823,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3824,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3825,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
3826,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3828,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3829,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3830,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3835,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3836,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3837,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3838,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3839,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3840,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3841,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3842,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3843,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3844,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3845,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3846,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3847,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3848,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3849,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3850,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3851,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3852,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3853,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3854,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3855,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3856,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3857,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3858,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3859,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3860,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3861,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3862,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3863,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3864,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3865,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
3866,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3867,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3868,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3869,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3870,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3871,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3872,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3873,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3874,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3875,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3878,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3879,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3880,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3881,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3882,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3883,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3884,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3885,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3895,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3896,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3898,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3899,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3900,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3901,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3902,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3903,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3904,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3905,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3906,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3907,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3908,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3909,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3910,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3911,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3912,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3913,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3914,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3915,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3916,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3917,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3918,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3919,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3920,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3921,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3922,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3923,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3924,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3925,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3926,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3927,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3928,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3929,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3943,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3944,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3945,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3946,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3947,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3948,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3949,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3950,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3951,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3952,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3953,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3954,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3955,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3956,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3957,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3958,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3959,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3960,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3961,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3962,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3963,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3964,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3965,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3966,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3967,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3968,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3969,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3970,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3971,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3972,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3973,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3974,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3975,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3976,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3977,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3978,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3979,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3980,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3981,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3982,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3983,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3984,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3985,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3986,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3987,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3988,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3989,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3990,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3991,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3992,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3993,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3994,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3995,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3996,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3997,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3998,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3999,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
