Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
2954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2955,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2956,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2957,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2958,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2959,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2960,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2961,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2962,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2963,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2964,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2965,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2966,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2967,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2968,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2969,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2970,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2971,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2972,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2973,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2974,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2975,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2976,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2977,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2978,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2979,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2980,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2981,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2982,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2983,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2984,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2985,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
2986,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
2987,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
2988,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
2989,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2990,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2991,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2992,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2993,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2994,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2995,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2996,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2997,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2998,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2999,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3000,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3001,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3002,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3003,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3004,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3005,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3006,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3007,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3008,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3009,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3010,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3011,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3012,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3013,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3014,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3015,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3016,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3017,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3018,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3019,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3020,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3021,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3022,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3023,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3024,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3025,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3026,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3027,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3028,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3029,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
3030,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3031,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3032,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3033,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3034,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3035,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3036,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3037,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3038,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3039,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3040,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3041,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3042,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3043,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3044,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3045,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3046,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3047,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3048,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3049,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3050,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3051,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3052,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3053,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3054,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3055,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
3056,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
3057,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3058,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3059,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3060,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
3061,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3062,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3063,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3064,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3065,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3066,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
3067,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3068,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3069,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3070,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
3071,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3072,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3073,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3074,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
3075,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3076,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
3077,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
3078,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3079,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
3080,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3081,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3082,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3083,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3084,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3085,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3086,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3087,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3088,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3089,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3090,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3091,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3092,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
3093,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
3094,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3095,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3096,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3097,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3098,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3099,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3100,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3101,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
3102,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3103,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3104,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
3105,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,NULL
3106,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3107,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3108,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3109,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3110,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
3111,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
3112,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3113,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3114,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
3115,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3116,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
3117,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3118,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3119,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3120,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3121,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3122,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3123,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3124,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3125,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
3126,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
3127,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3128,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3129,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3130,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3131,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
3132,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3133,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
3134,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
3135,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3136,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3137,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3138,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3139,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3140,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3141,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3142,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
3143,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3144,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3145,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3146,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3147,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3148,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3149,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3150,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3151,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3152,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3153,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3154,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3155,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3156,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3157,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3158,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3159,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3160,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3161,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3162,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3163,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
3164,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
3165,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
3166,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
3167,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3168,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3169,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3170,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
3171,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
3172,Forest,Water,Water,NULL,Water,Bareland,Water,Water
3173,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3174,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
3175,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
3176,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
3177,Forest,Water,Water,NULL,Water,Water,Water,Water
3178,Forest,Water,Water,NULL,Water,Water,Water,Forest
3179,Forest,Water,Water,NULL,Water,Water,Forest,Water
3180,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3181,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
3182,Forest,Water,Water,NULL,Water,Forest,Water,Water
3183,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3184,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3185,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3186,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3187,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3188,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3189,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3190,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3191,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3192,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
3193,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3194,Forest,Water,Water,Water,Water,Shrubland,Water,Wetland
3195,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3196,Forest,Water,Water,Water,Water,Wetland,Water,Water
3197,Forest,Water,Water,Water,Water,Water,Water,Wetland
3198,Forest,Water,Water,Water,Water,Water,Water,Water
3199,Forest,Water,Water,Water,Water,Water,Water,Forest
3200,Forest,Water,Water,Water,Water,Water,Forest,Water
3201,Forest,Water,Water,Water,Water,Water,Forest,Forest
3202,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
3203,Forest,Water,Water,Water,Water,Forest,Water,Wetland
3204,Forest,Water,Water,Water,Water,Forest,Water,Water
3205,Forest,Water,Water,Water,Water,Forest,Water,Forest
3206,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
3207,Forest,Water,Water,Water,Water,Forest,Forest,Water
3208,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3209,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3210,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3211,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3212,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3213,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3214,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3215,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3216,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3217,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3218,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3219,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3220,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3221,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3222,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3223,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3224,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3225,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3226,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3227,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3228,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3229,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3230,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3231,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3232,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3233,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3234,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3235,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3236,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
3237,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3238,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3239,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3240,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3241,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
3242,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3243,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3244,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3245,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3246,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3247,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3248,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3249,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3250,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3251,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3252,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3253,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3254,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3255,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3256,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3257,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3258,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3259,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3260,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3261,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3262,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3263,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3264,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3265,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3266,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3267,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3268,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3269,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3270,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3271,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3272,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3273,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3274,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3275,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3276,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3277,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3278,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3279,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3280,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3281,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3282,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3283,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3284,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3285,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3286,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3287,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3288,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3289,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3290,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3291,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3292,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3293,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3294,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3296,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3297,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3298,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3299,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3300,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3301,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3302,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3303,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3304,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3305,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3306,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3307,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3308,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3309,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
