Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Wetland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Water
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
