Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
1381,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1382,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1383,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1384,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1386,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1387,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1389,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1390,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1392,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1393,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1394,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1395,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1396,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1397,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1398,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1399,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1400,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1401,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1402,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1403,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1404,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1405,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1406,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1407,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1408,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1409,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1412,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1413,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1414,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1417,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1419,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1420,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1421,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1422,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1425,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1426,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1427,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1428,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1429,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1431,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1433,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1435,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1436,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1437,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1438,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1439,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1440,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1441,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1442,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1443,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1444,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1445,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1446,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1447,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1450,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1451,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1452,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1454,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1455,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1456,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1457,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1458,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1459,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1460,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1461,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1462,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1463,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1464,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1465,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1466,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1467,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1468,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1470,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1471,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1473,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1474,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1475,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1476,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1477,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1478,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1479,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1480,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1482,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1483,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1484,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1485,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1487,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1488,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1490,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1492,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1493,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1494,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1495,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1496,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1497,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1500,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1502,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1503,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1504,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1505,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1506,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1507,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1508,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1510,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1511,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1513,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1514,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1515,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1516,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1517,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1518,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1519,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1520,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1521,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1523,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1524,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1525,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1526,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1527,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1528,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1529,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1530,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1531,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1532,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1533,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1534,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1535,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1536,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1537,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1538,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1539,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1540,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1541,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1544,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1545,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1546,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1547,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1549,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1550,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1551,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1552,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1553,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1554,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1555,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1556,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1557,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1558,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1559,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1560,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1561,Water,NULL,Water,Water,Water,NULL,NULL,Water
1562,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1563,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1564,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1566,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1567,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1568,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1569,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1571,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1572,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1573,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1574,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1575,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1576,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1577,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1578,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1580,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1581,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1582,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1583,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1585,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1587,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1588,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1589,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1591,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1592,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1593,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1594,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1596,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1597,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1598,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1600,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1601,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1602,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1603,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1604,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1605,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1606,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1607,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1608,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1609,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1610,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1611,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1612,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1613,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1614,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1615,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1616,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1617,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1618,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1619,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1620,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1621,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1624,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1626,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1627,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1628,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1629,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1630,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1631,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1632,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1633,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1634,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1635,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1636,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1637,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1638,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1639,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1640,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1641,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1642,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1643,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1645,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1646,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1647,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1649,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1650,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1651,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1652,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1653,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1654,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1656,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1657,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1658,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1659,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1660,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1661,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1662,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1663,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1664,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1665,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1666,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1667,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1668,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1669,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1670,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1671,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1672,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1673,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1674,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1675,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1676,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1677,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1678,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1680,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1681,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1682,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1684,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1685,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1686,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1687,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1688,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1689,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1690,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1691,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1692,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1693,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1694,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1695,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1696,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1699,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1701,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1702,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1703,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1704,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1705,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1706,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1707,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1708,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1709,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1710,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1711,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1712,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1713,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1715,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1717,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1718,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1720,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1722,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1723,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1724,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1725,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1726,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1727,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1728,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1729,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1730,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1731,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1732,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1733,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1734,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1735,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1736,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1737,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
