Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
590,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
598,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
599,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
621,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
632,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
634,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
635,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
640,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
641,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
