Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
445,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
453,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
454,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
458,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
461,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
464,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
471,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
