Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
333,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
334,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
340,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
341,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
342,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
344,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
345,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
346,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
347,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
348,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
349,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
350,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
351,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
353,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
354,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
355,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Grassland
358,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
360,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
361,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
362,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
363,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
364,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
366,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
367,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
369,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
370,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
371,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
372,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
373,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
374,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
375,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
376,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
377,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
378,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
382,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
383,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
384,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
389,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
391,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
393,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
394,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
395,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
396,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
397,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
398,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
399,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
400,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
403,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
406,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
407,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
408,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
409,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
410,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
411,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
417,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
419,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
420,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
423,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
426,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
430,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
431,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
434,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
435,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
436,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
440,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
442,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
445,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
446,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
447,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
448,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
449,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
450,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
451,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
452,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
453,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
454,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
455,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
456,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
457,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
458,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
459,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
460,NULL,NULL,Water,Water,Water,Water,Wetland,Water
461,NULL,NULL,Water,Water,Water,Water,Water,Grassland
462,NULL,NULL,Water,Water,Water,Water,Water,Wetland
463,NULL,NULL,Water,Water,Water,Water,Water,Water
464,NULL,NULL,Water,Water,Water,Water,Water,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
490,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
493,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
495,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
498,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
519,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
525,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
529,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
530,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
531,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
532,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
533,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
534,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
536,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
537,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
538,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
539,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
540,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
542,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
544,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
545,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
546,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
548,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
550,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
551,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
552,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
553,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
554,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
555,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
556,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
557,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
559,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
561,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
565,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
566,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
567,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
568,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
569,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
570,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
571,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
572,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
573,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
574,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
575,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
576,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
577,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
578,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
579,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
581,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
582,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
583,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
586,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
587,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
588,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
593,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
597,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
600,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
602,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
603,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
604,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
605,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
606,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
618,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
619,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
620,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
634,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
635,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
636,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
637,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
638,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
639,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
641,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
643,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
644,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
645,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
646,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
647,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
651,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
652,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
653,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
654,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
656,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
657,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
658,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
659,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
660,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
661,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
662,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
663,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
664,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
665,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
666,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
667,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
668,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
669,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
670,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
671,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
672,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
673,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
