Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
336,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
341,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
343,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
344,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
345,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
347,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
348,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
353,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
361,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
362,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
370,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
371,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
372,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
373,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
375,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
376,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
377,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
382,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
386,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
387,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
390,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
392,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
396,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
397,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
398,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
399,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
404,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
407,NULL,Water,Water,NULL,Water,NULL,NULL,Water
408,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
409,NULL,Water,Water,Water,Water,NULL,NULL,Water
410,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
411,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
414,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
415,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
417,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
421,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
422,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
423,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
424,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
425,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
429,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
430,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
432,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
433,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
434,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
435,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
436,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
438,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
441,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
442,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
443,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
444,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
445,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
446,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
448,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
450,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
452,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
453,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
454,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
455,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
456,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
457,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
459,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
462,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
466,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
468,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
469,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
471,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
473,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
474,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
475,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
476,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
477,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
478,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
479,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
480,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
482,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
483,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
484,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
486,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
489,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
490,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
492,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
493,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
494,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
499,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
501,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
504,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
506,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
508,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
509,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
511,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
513,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
514,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
515,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
516,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
519,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
521,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
522,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
523,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
524,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
526,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
527,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
528,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
530,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
535,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
536,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
537,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
538,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
539,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
540,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
541,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
542,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
543,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
544,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
547,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
548,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
549,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
550,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
555,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
558,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
559,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
560,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
571,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
573,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
574,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
575,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
577,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
582,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
583,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
585,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
586,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
587,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
588,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
589,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
590,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
592,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
595,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
596,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
597,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
598,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
599,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
600,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
601,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
602,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
603,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
604,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
605,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
607,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
610,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
612,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
613,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
614,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
615,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
616,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
617,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
618,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
619,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
620,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
621,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
622,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
623,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
625,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
626,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
627,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
631,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
632,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
634,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
635,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
638,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
640,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
646,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
648,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
649,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
651,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
655,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
656,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
658,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
659,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
660,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
662,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
663,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
664,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
665,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
667,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
668,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
669,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
672,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
674,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
676,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
678,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
