Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
355,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
359,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
360,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
362,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
365,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
368,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
