Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGV_M_R
1038,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1039,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1040,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1041,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
1042,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1043,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1048,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1050,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1053,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1054,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1055,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1063,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1064,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1065,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1066,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1067,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1068,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1069,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1070,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1071,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1072,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1073,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1074,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1075,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1076,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1077,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1078,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1079,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1080,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1081,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1082,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1083,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1084,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1085,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1086,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1087,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1088,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1089,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1090,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1091,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1092,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1094,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1095,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1096,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1097,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1098,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1099,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1100,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1101,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1102,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1104,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1105,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1106,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1107,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1108,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1109,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1110,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1111,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1112,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1113,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1114,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1115,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1116,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
1117,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1118,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
1119,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
1120,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,NULL
1121,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1122,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1123,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
1124,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1125,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1126,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1127,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1128,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1129,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1130,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1131,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1132,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1133,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1134,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1135,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Forest,NULL
1136,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1137,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1138,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1139,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1140,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1141,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
1142,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1143,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1144,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1145,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1146,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1147,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1148,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1149,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1150,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1151,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1152,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1153,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1154,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1155,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1156,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1157,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1158,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1159,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1160,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
1161,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1162,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
1163,Forest,NULL,Water,NULL,Water,NULL,Grassland,NULL
1164,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1165,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1166,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
1167,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
1168,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1169,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
1170,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
1171,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1172,Forest,NULL,Water,NULL,Water,Water,Water,NULL
1173,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
1174,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1175,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1176,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1177,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1178,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1179,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1180,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1181,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1182,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1183,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1184,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1185,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1186,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1187,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1188,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1189,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1190,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1191,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1192,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1193,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1194,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1195,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1196,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1197,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1198,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1199,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1200,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1201,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1202,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
1203,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1204,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1206,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1207,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1208,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1209,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1210,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1211,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1212,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1213,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1214,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1215,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1216,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1217,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1218,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1219,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1220,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1221,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1222,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1223,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1224,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1225,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1226,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1227,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1228,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1229,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1230,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1231,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1232,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1233,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1234,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1235,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1236,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1237,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1238,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1239,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1240,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1241,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1242,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1243,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1244,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1245,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1246,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1247,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1248,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1249,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
1250,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1251,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
1252,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
1253,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1254,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
1255,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1256,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1257,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1258,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1259,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1260,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1261,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1262,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1263,Forest,Bareland,Water,NULL,Water,Bareland,Wetland,NULL
1264,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
1265,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1266,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1267,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1268,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1269,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,NULL
1270,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1271,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1272,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1273,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1274,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1275,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1276,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1277,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1278,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1279,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1280,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1281,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1282,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1283,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1284,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1285,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1286,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1287,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1288,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
1289,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1306,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1307,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1308,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1309,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1310,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1311,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1312,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1313,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1314,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1315,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1316,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1317,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1318,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1319,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1320,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1321,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1322,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1323,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1324,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1325,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1326,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
1327,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1328,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1329,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1330,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1331,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1332,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1333,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
1334,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1335,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1336,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1337,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1338,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
1339,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
1340,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
1341,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
1342,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
1343,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1344,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1345,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1346,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
1347,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
1348,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
1349,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1350,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1351,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1352,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
1353,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
1354,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
1355,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1356,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1357,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
1358,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
1359,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
1360,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
1361,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
1362,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
1363,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
1364,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
1365,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1366,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
1367,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1368,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1369,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1370,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1371,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1372,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1373,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
