Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
512,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
513,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
529,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
536,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
539,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
546,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
606,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
