Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R
323,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
324,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
325,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
334,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
336,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
338,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
339,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
340,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
343,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
355,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
393,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
397,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
399,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
403,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
409,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
411,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
421,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
422,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
423,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
427,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
429,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
444,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
455,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
471,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
476,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
479,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
480,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
481,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
482,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
483,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
484,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
485,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
486,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
487,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
489,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
531,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
532,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
533,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
534,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
535,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
536,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
537,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
538,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
539,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
541,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
542,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
543,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
551,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
558,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
559,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
561,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
563,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
565,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
566,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
567,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
570,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
572,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
573,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
574,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
575,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
576,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
577,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
578,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
579,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
581,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
582,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
583,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
584,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
585,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
586,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
587,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
588,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
589,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
590,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
591,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
592,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
593,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
594,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
595,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
596,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
597,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
598,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
599,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
600,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
601,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
602,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
603,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Cropland
604,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
605,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
606,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
608,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
610,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
612,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
613,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
614,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
616,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
621,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
622,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
623,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
628,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
629,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
634,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
635,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
637,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
638,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
640,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
641,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
642,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
644,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
