Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGR_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
486,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
487,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
493,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
509,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
514,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
517,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
521,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
610,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
640,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
