Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
7208,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
7209,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
7210,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
7211,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
7212,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
7213,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
7214,Forest,Wetland,Water,Water,Water,Water,Water,Water
7215,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
7216,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7217,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7218,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7219,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7220,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7221,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7222,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7223,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7224,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7225,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7226,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
7227,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7228,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7229,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7230,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7231,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7232,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7233,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7234,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7235,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7236,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7237,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7238,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7239,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
7240,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7241,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7242,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7243,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7244,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7245,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7246,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7247,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7248,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7249,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7250,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7251,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7252,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7253,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
7254,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
7255,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7256,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7257,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
7258,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7259,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7260,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7261,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7262,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7263,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
7264,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
7265,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
7266,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
7267,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7268,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7269,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7270,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7271,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7272,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7273,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7274,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7275,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7276,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7284,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7285,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7286,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7287,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7288,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7289,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
7306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7309,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7310,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7311,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7312,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
7313,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7314,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7315,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7316,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7317,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7318,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7319,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7320,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7321,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7322,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
7323,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7324,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
7325,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7326,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7327,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7328,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7329,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7330,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7331,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7332,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7333,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
7334,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
7335,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
7336,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7337,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7338,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7339,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7340,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7341,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7342,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7343,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7344,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7345,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7346,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7347,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7348,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
7349,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7350,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7351,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7352,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7353,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
7354,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
7355,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
7356,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7357,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
7358,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7359,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7360,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7361,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7362,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7363,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7364,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7365,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7366,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7367,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7368,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
7369,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7370,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
7371,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7372,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7373,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
7374,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7375,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7376,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
7377,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7378,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7379,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7380,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
7381,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7382,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7383,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
7384,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7385,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7386,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7387,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7388,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7389,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7390,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7391,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7392,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
7393,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7394,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7395,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7396,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7397,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7398,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7399,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7400,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7401,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7402,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7403,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
7404,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7405,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
7406,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
7407,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7408,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7409,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7410,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7411,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7412,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7413,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7414,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7415,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7416,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7417,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7418,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7419,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7420,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7421,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7422,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7423,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7424,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7425,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7426,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7427,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7428,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7429,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7430,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7431,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7432,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7433,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7434,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7435,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
7436,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7437,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7438,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7439,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7440,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7441,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7442,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7443,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7444,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7445,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7446,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7447,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7448,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7449,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7450,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7451,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7452,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7453,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7454,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7455,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7456,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7457,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7458,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7459,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7460,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7461,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7462,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7463,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7464,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7465,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7466,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
7467,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7468,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7469,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7470,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7471,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7472,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
7473,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7474,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7475,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7476,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7477,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7478,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7479,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7480,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7481,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7482,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7483,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7484,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
7485,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7486,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7487,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7488,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7489,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7490,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7491,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7492,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7493,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7494,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
7495,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
7496,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7497,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7498,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7499,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7500,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7501,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7502,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7503,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7504,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
7505,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7506,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7507,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7508,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7509,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7510,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
7511,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
7512,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7513,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7514,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7515,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7516,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7517,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
7518,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7519,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7520,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7521,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
7522,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
7523,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7524,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7525,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7526,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7527,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7528,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7529,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7530,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7531,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7532,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
7533,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7534,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
7535,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
7536,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
7537,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7538,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7539,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7540,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7541,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7542,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
7543,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7544,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7545,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7546,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
