Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQC_M_R
4503,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4504,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4505,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4506,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4507,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4508,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4509,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4510,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4511,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4512,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4513,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4514,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4515,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4516,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4517,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4518,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4519,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4520,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4521,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4522,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4523,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4524,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4525,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4526,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4527,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4528,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4529,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4530,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4531,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4532,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4533,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4534,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4535,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4536,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
4537,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4538,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4539,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
4540,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4541,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4542,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4543,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4544,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
4545,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4546,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4547,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4548,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4549,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4550,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4551,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4552,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4553,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4554,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4555,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4556,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4557,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4558,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4559,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4560,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4561,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4562,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4563,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4564,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4565,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4566,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4567,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Forest
4568,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
4569,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4570,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4571,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4572,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4573,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4574,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4575,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4576,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4577,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4578,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4579,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4580,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4581,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4582,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4583,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4584,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
4585,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4586,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4587,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4588,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4589,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4590,Forest,Forest,NULL,Water,Non_Wetland,Cropland,Water,Forest
4591,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4592,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4593,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4594,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4595,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4596,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4597,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4598,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4599,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4600,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4601,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
4602,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
4603,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4604,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4605,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4606,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4607,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4608,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4609,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
4610,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4611,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4612,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4617,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4618,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
4619,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4622,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4623,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4624,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4625,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4626,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4627,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4628,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4629,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4630,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4631,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4632,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4634,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4635,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4636,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4637,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4638,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4639,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4640,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4641,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4642,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4643,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4644,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
4645,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4646,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4647,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4648,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4649,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4650,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4651,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4652,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4653,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4654,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4655,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4656,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4657,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4658,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4659,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4660,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4661,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4662,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4663,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4664,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4665,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4666,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4667,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4668,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4669,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4670,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4671,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4672,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4673,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4674,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4675,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4676,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4677,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4678,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4679,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4680,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4681,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4682,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
4683,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4684,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4685,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4686,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4687,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4688,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4689,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
4690,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4691,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4692,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4705,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4706,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
4707,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4708,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
4709,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4710,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4711,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4712,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
4713,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
4714,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4715,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4716,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4717,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4718,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4719,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4720,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4721,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4722,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4723,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4724,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4725,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4726,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4727,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4728,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4729,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4730,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4731,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4732,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4733,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4734,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4735,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4736,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4737,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4738,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4739,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4740,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4741,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4742,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
4743,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4744,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4745,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4746,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4747,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4748,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4749,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
4750,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4751,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4752,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4753,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4754,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4755,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4756,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4757,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4758,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4759,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4760,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4761,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4762,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4763,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4764,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4765,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4766,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4767,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4768,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4769,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4770,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4771,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4772,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4773,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4774,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4775,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4776,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4777,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4778,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4779,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4780,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4781,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
4782,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4783,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4784,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4785,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4786,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
4787,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4788,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4789,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4790,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4791,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4792,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4793,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
4794,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4795,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Grassland
4796,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
4797,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4798,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4799,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4800,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4801,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4802,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4803,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4804,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4805,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4806,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4807,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
4808,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4809,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4810,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4811,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4813,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4814,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4815,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4816,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4817,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4818,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4819,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4820,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4821,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4822,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4823,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4824,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4825,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4826,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4827,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4828,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4829,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4830,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4831,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4832,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4833,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4834,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
