Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
5822,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5823,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5824,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5825,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5826,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5827,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5828,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5829,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5830,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5831,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5832,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5833,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5834,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5835,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5836,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5837,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5838,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5839,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5840,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5841,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5842,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5843,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5844,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5845,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5846,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5847,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5848,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5849,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5850,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5851,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5852,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5853,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5854,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5855,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5856,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5857,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5858,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5859,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5860,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5861,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5862,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5863,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5864,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5865,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5866,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5867,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5868,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5869,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5870,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5871,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5872,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5873,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5874,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5875,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5876,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5877,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5878,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5879,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5880,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5881,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5882,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5883,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5884,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5885,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5886,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5887,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5888,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5889,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5890,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5891,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5892,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5893,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5894,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5898,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5899,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5900,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5901,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
5902,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5903,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5904,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5905,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5906,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5907,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5908,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5909,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5910,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5911,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5912,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5913,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5914,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5915,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5916,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5917,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5918,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5919,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5920,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5921,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5922,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5923,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5924,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5925,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5926,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5927,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5928,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5929,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
5930,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5931,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
5932,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5933,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5934,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
5935,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5936,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5937,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Water
5938,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5939,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5940,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5941,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5942,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5943,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
5944,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5945,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5946,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5947,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5948,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5949,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5950,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
5951,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5952,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
5953,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
5954,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5955,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5956,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
5957,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5958,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5959,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5960,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5961,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5962,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5963,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5964,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5965,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
5966,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5967,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5968,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5969,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5970,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5971,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5972,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5973,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5974,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5975,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Forest
5976,Forest,Wetland,Water,NULL,Water,Grassland,Bareland,Forest
5977,Forest,Wetland,Water,NULL,Water,Wetland,Bareland,Forest
5978,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
5979,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
5980,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Water
5981,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
5982,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5983,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
5984,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5985,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
5986,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
5987,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5988,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5989,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5990,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5991,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5992,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5993,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5994,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5995,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5996,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5997,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5998,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5999,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6000,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6001,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6002,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6003,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6004,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6005,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6006,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6007,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6008,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6009,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6010,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6011,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6012,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6013,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6014,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6015,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6016,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6017,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6018,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6019,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6020,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6021,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6022,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6023,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6024,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6025,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6026,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6027,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6028,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6029,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
6030,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6031,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6032,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6033,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6034,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6035,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6036,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6037,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6038,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6039,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6040,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6041,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6042,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6043,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6049,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6051,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6052,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6053,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6054,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6055,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6056,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6057,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6058,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6059,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6060,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6061,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6062,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6063,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6064,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6065,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6066,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6067,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6068,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6069,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6070,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6071,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6072,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6073,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6074,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6075,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6076,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6077,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6078,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6079,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
6080,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6081,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6082,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6083,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6084,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6085,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Water
6086,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
6087,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6088,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6089,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6090,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6091,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6092,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6093,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6094,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6095,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6096,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6097,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6098,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6099,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6100,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6101,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6102,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
6103,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
6104,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
6105,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6106,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6107,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6108,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
6109,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6110,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6111,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6112,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6113,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6114,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
6115,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6116,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6117,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6118,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6119,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6120,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6121,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6122,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6123,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6124,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6125,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6126,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6127,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6128,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6129,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6130,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6131,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6132,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
6133,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
6134,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6135,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6136,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6137,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6138,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6139,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6140,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6141,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6142,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6143,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6144,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6145,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6146,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6147,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
6148,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
