Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R
333,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
334,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
335,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
336,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
337,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
338,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
339,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
341,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
343,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
345,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
348,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
352,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
353,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
354,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
355,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
356,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
357,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
358,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
359,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
362,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
363,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
370,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
371,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
372,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
373,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
374,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
376,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
381,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
384,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
385,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
387,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
388,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
390,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
396,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
397,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
398,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
400,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
401,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
402,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
405,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
406,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
407,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
408,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
409,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
411,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
413,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
414,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
415,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
416,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
420,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
421,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
422,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
424,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
425,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
426,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
429,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
434,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
435,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
439,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
440,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
441,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
442,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
443,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
444,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
445,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
446,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
447,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
448,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
449,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
450,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
451,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
452,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
453,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
454,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
456,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
457,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
458,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
459,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
460,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
461,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
463,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
468,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
469,NULL,Water,Water,NULL,Water,NULL,NULL,Water
470,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
471,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
472,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
473,NULL,Water,Water,Water,Water,NULL,NULL,Water
474,NULL,Water,Water,Water,Water,NULL,NULL,Forest
475,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
478,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
481,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
483,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
484,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
485,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
486,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
487,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
488,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
489,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
490,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
492,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
493,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
494,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
497,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
499,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
500,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
501,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
502,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
503,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
504,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
505,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
506,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
508,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
510,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
511,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
512,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
513,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
514,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
516,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
518,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
521,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
523,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
524,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
525,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
526,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
527,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
528,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
529,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
530,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
531,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
532,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
533,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
534,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
535,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
536,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
537,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
538,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
539,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
541,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
542,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
543,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
544,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
547,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
548,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
549,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
550,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
553,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
555,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
556,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
557,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
558,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
559,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
560,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
563,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
564,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
565,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
566,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
567,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
577,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
578,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
580,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
582,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
583,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
585,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
586,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
588,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
589,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
592,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
595,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
599,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
601,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
602,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
603,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
605,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
606,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
607,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
608,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
610,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
611,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
613,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
614,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
615,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
616,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
618,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
619,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
620,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
621,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
622,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
623,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
624,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
626,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
627,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
628,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
629,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
630,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
631,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
633,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
635,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
636,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
638,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
645,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
652,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
655,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
656,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
657,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
658,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
661,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
663,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
665,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
666,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
668,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
669,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
673,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
678,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
