Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
528,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
531,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
535,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
537,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
540,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
542,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
543,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
549,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
550,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
555,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
558,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
559,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
561,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
564,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
566,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
569,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
572,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
575,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
576,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
577,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
581,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
640,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
643,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
