Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNK_M_R
1073,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1075,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1076,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1078,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1079,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1080,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1081,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1082,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1083,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1084,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1085,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1086,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1087,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1088,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1089,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1090,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1091,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1092,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1093,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1095,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1096,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1097,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1098,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1099,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1100,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1101,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1102,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1103,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1104,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1105,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1108,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1109,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1110,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1121,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1122,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1123,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1124,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1126,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1127,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1128,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1129,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1130,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1131,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1132,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1133,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1134,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1135,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1137,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1138,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1139,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1140,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1142,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1145,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1150,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1151,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1152,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1153,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1154,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1155,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1162,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1163,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1164,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1166,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1167,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1168,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1169,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1170,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1171,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1172,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1173,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1174,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1175,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1176,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1177,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1178,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1179,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1180,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1181,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1182,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1183,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1184,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1185,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1186,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1187,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1188,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1189,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1190,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1191,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1194,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1195,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1197,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1198,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1199,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1200,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1201,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1203,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1207,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1208,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1209,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1210,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1212,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1213,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1216,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1219,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1223,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1224,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1226,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1227,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1228,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1230,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1231,Forest,Built-up,Water,Water,Water,NULL,NULL,Bareland
1232,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1233,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1237,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1238,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1239,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1240,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1241,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1242,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1243,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1244,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1245,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1246,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1247,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1248,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1249,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1250,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1251,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1252,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1253,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1256,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1257,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1258,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1259,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1260,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1262,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1264,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1265,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1266,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1267,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1273,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1274,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1275,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1277,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1278,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1279,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1280,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1281,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1282,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1283,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1284,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1285,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1286,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1287,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1288,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1289,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1290,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1291,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1292,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1293,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1294,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1295,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1296,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1297,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1298,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1299,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1300,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1301,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1302,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1303,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1304,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1305,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1306,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1307,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1308,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1309,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1310,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1311,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1312,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1313,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1314,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1315,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1316,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1317,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1318,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1319,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1320,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1321,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1322,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1323,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1324,Forest,Water,Water,NULL,Water,NULL,Water,Water
1325,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1326,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1327,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1328,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1329,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1330,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1331,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1332,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1333,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1334,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1335,Forest,Water,Water,NULL,Water,Water,Water,Water
1336,Forest,Water,Water,NULL,Water,Water,Water,Forest
1337,Forest,Water,Water,NULL,Water,Water,Forest,Water
1338,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1339,Forest,Water,Water,NULL,Water,Forest,Water,Water
1340,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1341,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1342,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1343,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1344,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1345,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1346,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1347,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1348,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1349,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1350,Forest,Water,Water,Water,Water,NULL,NULL,Water
1351,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1352,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1353,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1354,Forest,Water,Water,Water,Water,NULL,Water,Water
1355,Forest,Water,Water,Water,Water,NULL,Water,Forest
1356,Forest,Water,Water,Water,Water,NULL,Forest,Water
1357,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1358,Forest,Water,Water,Water,Water,Grassland,Water,Water
1359,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1360,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1361,Forest,Water,Water,Water,Water,Wetland,Water,Water
1362,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1363,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1364,Forest,Water,Water,Water,Water,Water,Wetland,Water
1365,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1366,Forest,Water,Water,Water,Water,Water,Water,Water
1367,Forest,Water,Water,Water,Water,Water,Water,Forest
1368,Forest,Water,Water,Water,Water,Water,Forest,Water
1369,Forest,Water,Water,Water,Water,Water,Forest,Forest
1370,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1371,Forest,Water,Water,Water,Water,Forest,Water,Water
1372,Forest,Water,Water,Water,Water,Forest,Water,Forest
1373,Forest,Water,Water,Water,Water,Forest,Forest,Water
1374,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1375,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1378,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1379,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1380,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1381,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1382,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1383,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1384,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1385,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1386,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1387,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1388,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1389,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1390,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1391,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1392,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1393,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1394,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1395,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1396,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1397,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1398,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1399,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1400,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1401,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1402,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1403,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1404,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1405,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1406,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1407,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1408,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1410,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1412,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1413,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1414,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1415,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1416,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1417,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1418,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1419,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1420,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1421,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1422,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1423,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1424,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1425,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1426,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1427,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1428,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1429,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1430,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1431,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1432,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1433,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1434,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1435,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1436,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1437,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1438,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1439,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1440,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
