Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPR_M_R
1280,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1281,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1282,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1283,Bareland,Water,Wetland,NULL,Wetland,Bareland
1284,Bareland,Water,Wetland,NULL,Wetland,Water
1285,Bareland,Water,Wetland,NULL,Wetland,Forest
1286,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1287,Bareland,Water,Wetland,Non_Water,Wetland,Water
1288,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1289,Bareland,Water,Wetland,Water,Wetland,Bareland
1290,Bareland,Water,Wetland,Water,Wetland,Water
1291,Bareland,Water,Wetland,Water,Wetland,Forest
1292,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1293,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1294,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1295,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1296,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1297,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1298,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1299,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1300,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1301,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1302,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1303,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1304,Bareland,Water,Bareland,Water,Non_Wetland,Water
1305,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1306,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1307,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1308,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1309,Bareland,Water,Water,NULL,Water,Grassland
1310,Bareland,Water,Water,NULL,Water,Bareland
1311,Bareland,Water,Water,NULL,Water,Water
1312,Bareland,Water,Water,NULL,Water,Forest
1313,Bareland,Water,Water,Non_Water,Water,Bareland
1314,Bareland,Water,Water,Non_Water,Water,Water
1315,Bareland,Water,Water,Non_Water,Water,Forest
1316,Bareland,Water,Water,Water,Water,Bareland
1317,Bareland,Water,Water,Water,Water,Water
1318,Bareland,Water,Water,Water,Water,Forest
1319,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1320,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1321,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1322,Bareland,Water,Forest,NULL,Non_Wetland,Water
1323,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1324,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1325,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1326,Bareland,Water,Forest,Water,Non_Wetland,Forest
1327,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1328,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1329,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1330,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1331,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1332,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1333,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1334,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1335,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1336,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1337,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1338,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1339,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1340,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1341,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1342,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1343,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1344,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1345,Bareland,Forest,Water,NULL,Water,Bareland
1346,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1347,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1348,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1349,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1350,Water,NULL,NULL,NULL,Non_Wetland,NULL
1351,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1352,Water,NULL,NULL,NULL,Non_Wetland,Forest
1353,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1354,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1355,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1356,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1357,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1358,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1359,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1360,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1361,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1362,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1363,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1364,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1365,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1366,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1367,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1368,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1369,Water,NULL,Shrubland,Water,Non_Wetland,Water
1370,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1371,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1372,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1373,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1374,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1375,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1376,Water,NULL,Grassland,NULL,Non_Wetland,Water
1377,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1378,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1379,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1380,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1381,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1382,Water,NULL,Grassland,Water,Non_Wetland,Water
1383,Water,NULL,Grassland,Water,Non_Wetland,Forest
1384,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1385,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1386,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1387,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1388,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1389,Water,NULL,Cropland,NULL,Non_Wetland,Water
1390,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1391,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1392,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1393,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1394,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1395,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1396,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1397,Water,NULL,Cropland,Water,Non_Wetland,Forest
1398,Water,NULL,Wetland,NULL,Wetland,Cropland
1399,Water,NULL,Wetland,NULL,Wetland,Bareland
1400,Water,NULL,Wetland,NULL,Wetland,Water
1401,Water,NULL,Wetland,NULL,Wetland,Forest
1402,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1403,Water,NULL,Wetland,Non_Water,Wetland,Forest
1404,Water,NULL,Wetland,Water,Wetland,Grassland
1405,Water,NULL,Wetland,Water,Wetland,Wetland
1406,Water,NULL,Wetland,Water,Wetland,Bareland
1407,Water,NULL,Wetland,Water,Wetland,Water
1408,Water,NULL,Wetland,Water,Wetland,Forest
1409,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1410,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1411,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1412,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1413,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1414,Water,NULL,Bareland,NULL,Non_Wetland,Water
1415,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1416,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1417,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1418,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1419,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1420,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1421,Water,NULL,Bareland,Water,Non_Wetland,Water
1422,Water,NULL,Bareland,Water,Non_Wetland,Forest
1423,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1424,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1425,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1426,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1427,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1428,Water,NULL,Water,NULL,Water,Grassland
1429,Water,NULL,Water,NULL,Water,Cropland
1430,Water,NULL,Water,NULL,Water,Bareland
1431,Water,NULL,Water,NULL,Water,Water
1432,Water,NULL,Water,NULL,Water,Forest
1433,Water,NULL,Water,Non_Water,Water,Grassland
1434,Water,NULL,Water,Non_Water,Water,Cropland
1435,Water,NULL,Water,Non_Water,Water,Bareland
1436,Water,NULL,Water,Non_Water,Water,Water
1437,Water,NULL,Water,Non_Water,Water,Forest
1438,Water,NULL,Water,Water,Water,Grassland
1439,Water,NULL,Water,Water,Water,Cropland
1440,Water,NULL,Water,Water,Water,Wetland
1441,Water,NULL,Water,Water,Water,Bareland
1442,Water,NULL,Water,Water,Water,Water
1443,Water,NULL,Water,Water,Water,Forest
1444,Water,NULL,Forest,NULL,Non_Wetland,NULL
1445,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1446,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1447,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1448,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1449,Water,NULL,Forest,NULL,Non_Wetland,Water
1450,Water,NULL,Forest,NULL,Non_Wetland,Forest
1451,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1452,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1453,Water,NULL,Forest,Water,Non_Wetland,Grassland
1454,Water,NULL,Forest,Water,Non_Wetland,Cropland
1455,Water,NULL,Forest,Water,Non_Wetland,Bareland
1456,Water,NULL,Forest,Water,Non_Wetland,Water
1457,Water,NULL,Forest,Water,Non_Wetland,Forest
1458,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1459,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1460,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1461,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1462,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1463,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1464,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1465,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1466,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1467,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1468,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1469,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1470,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1471,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1472,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1473,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1474,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1475,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1476,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1477,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1478,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1479,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1480,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1481,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1482,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1483,Water,Cropland,Wetland,NULL,Wetland,Forest
1484,Water,Cropland,Wetland,Water,Wetland,Bareland
1485,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1486,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1487,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1488,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1489,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1490,Water,Cropland,Water,NULL,Water,Grassland
1491,Water,Cropland,Water,NULL,Water,Bareland
1492,Water,Cropland,Water,NULL,Water,Forest
1493,Water,Cropland,Water,Non_Water,Water,Grassland
1494,Water,Cropland,Water,Non_Water,Water,Bareland
1495,Water,Cropland,Water,Non_Water,Water,Forest
1496,Water,Cropland,Water,Water,Water,Forest
1497,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1498,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1499,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1500,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1501,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1502,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1503,Water,Cropland,Forest,Water,Non_Wetland,Forest
1504,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1505,Water,Wetland,NULL,Water,Non_Wetland,Forest
1506,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1507,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1508,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1509,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1510,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1511,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1512,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1513,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1514,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1515,Water,Wetland,Shrubland,Water,Non_Wetland,Built-up
1516,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1517,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1518,Water,Wetland,Wetland,NULL,Wetland,Grassland
1519,Water,Wetland,Wetland,NULL,Wetland,Water
1520,Water,Wetland,Wetland,NULL,Wetland,Forest
1521,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1522,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1523,Water,Wetland,Wetland,Non_Water,Wetland,Water
1524,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1525,Water,Wetland,Wetland,Water,Wetland,Grassland
1526,Water,Wetland,Wetland,Water,Wetland,Wetland
1527,Water,Wetland,Wetland,Water,Wetland,Water
1528,Water,Wetland,Wetland,Water,Wetland,Forest
1529,Water,Wetland,Water,NULL,Water,Grassland
1530,Water,Wetland,Water,NULL,Water,Wetland
1531,Water,Wetland,Water,NULL,Water,Water
1532,Water,Wetland,Water,NULL,Water,Forest
1533,Water,Wetland,Water,Non_Water,Water,Grassland
1534,Water,Wetland,Water,Non_Water,Water,Water
1535,Water,Wetland,Water,Non_Water,Water,Forest
1536,Water,Wetland,Water,Water,Water,Grassland
1537,Water,Wetland,Water,Water,Water,Wetland
1538,Water,Wetland,Water,Water,Water,Water
1539,Water,Wetland,Water,Water,Water,Forest
1540,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1541,Water,Wetland,Forest,NULL,Non_Wetland,Water
1542,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1543,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1544,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1545,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1546,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1547,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1548,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1549,Water,Wetland,Forest,Water,Non_Wetland,Water
1550,Water,Wetland,Forest,Water,Non_Wetland,Forest
1551,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1552,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1553,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1554,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1555,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1556,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1557,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1558,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1559,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1560,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1561,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1562,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1563,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1564,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1565,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1566,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1567,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1568,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1569,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1570,Water,Bareland,Wetland,NULL,Wetland,Water
1571,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1572,Water,Bareland,Wetland,Water,Wetland,Bareland
1573,Water,Bareland,Wetland,Water,Wetland,Water
1574,Water,Bareland,Wetland,Water,Wetland,Forest
1575,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1576,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1577,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1578,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1579,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1580,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1581,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1582,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1583,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1584,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1585,Water,Bareland,Bareland,Water,Non_Wetland,Water
1586,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1587,Water,Bareland,Water,NULL,Water,Grassland
1588,Water,Bareland,Water,NULL,Water,Water
1589,Water,Bareland,Water,NULL,Water,Forest
1590,Water,Bareland,Water,Non_Water,Water,Bareland
1591,Water,Bareland,Water,Water,Water,Cropland
1592,Water,Bareland,Water,Water,Water,Bareland
1593,Water,Bareland,Water,Water,Water,Water
1594,Water,Bareland,Water,Water,Water,Forest
1595,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1596,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1597,Water,Bareland,Forest,NULL,Non_Wetland,Water
1598,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1599,Water,Bareland,Forest,Water,Non_Wetland,Water
1600,Water,Bareland,Forest,Water,Non_Wetland,Forest
1601,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1602,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1603,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1604,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1605,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1606,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1607,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1608,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1609,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1610,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1611,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1612,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1613,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1614,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1615,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1616,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1617,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1618,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1619,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1620,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1621,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1622,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1623,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1624,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1625,Water,Built-up,Grassland,Water,Non_Wetland,Water
1626,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1627,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1628,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1629,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1630,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1631,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1632,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1633,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1634,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1635,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1636,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1637,Water,Built-up,Cropland,Water,Non_Wetland,Water
1638,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1639,Water,Built-up,Wetland,NULL,Wetland,Grassland
1640,Water,Built-up,Wetland,NULL,Wetland,Water
1641,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1642,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1643,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1644,Water,Built-up,Wetland,Water,Wetland,Bareland
1645,Water,Built-up,Wetland,Water,Wetland,Water
1646,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1647,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1648,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1649,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1650,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1651,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1652,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1653,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1654,Water,Built-up,Bareland,Water,Non_Wetland,Water
1655,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1656,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1657,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1658,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1659,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1660,Water,Built-up,Built-up,Water,Non_Wetland,Water
1661,Water,Built-up,Water,NULL,Water,Grassland
1662,Water,Built-up,Water,NULL,Water,Cropland
1663,Water,Built-up,Water,NULL,Water,Bareland
1664,Water,Built-up,Water,NULL,Water,Water
1665,Water,Built-up,Water,NULL,Water,Forest
1666,Water,Built-up,Water,Non_Water,Water,Grassland
1667,Water,Built-up,Water,Water,Water,Grassland
1668,Water,Built-up,Water,Water,Water,Bareland
1669,Water,Built-up,Water,Water,Water,Water
1670,Water,Built-up,Water,Water,Water,Forest
1671,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1672,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1673,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1674,Water,Built-up,Forest,NULL,Non_Wetland,Water
1675,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1676,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1677,Water,Water,NULL,NULL,Non_Wetland,Grassland
1678,Water,Water,NULL,NULL,Non_Wetland,Bareland
1679,Water,Water,NULL,NULL,Non_Wetland,Water
1680,Water,Water,NULL,NULL,Non_Wetland,Forest
1681,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1682,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1683,Water,Water,NULL,Water,Non_Wetland,Grassland
1684,Water,Water,NULL,Water,Non_Wetland,Wetland
1685,Water,Water,NULL,Water,Non_Wetland,Bareland
1686,Water,Water,NULL,Water,Non_Wetland,Water
1687,Water,Water,NULL,Water,Non_Wetland,Forest
1688,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1689,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1690,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1691,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1692,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1693,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1694,Water,Water,Shrubland,NULL,Non_Wetland,Water
1695,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1696,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1697,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1698,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1699,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1700,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1701,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1702,Water,Water,Shrubland,Water,Non_Wetland,NULL
1703,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1704,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1705,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1706,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1707,Water,Water,Shrubland,Water,Non_Wetland,Water
1708,Water,Water,Shrubland,Water,Non_Wetland,Forest
1709,Water,Water,Grassland,NULL,Non_Wetland,NULL
1710,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1711,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1712,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1713,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1714,Water,Water,Grassland,NULL,Non_Wetland,Water
1715,Water,Water,Grassland,NULL,Non_Wetland,Forest
1716,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1717,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1718,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1719,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1720,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1721,Water,Water,Grassland,Water,Non_Wetland,NULL
1722,Water,Water,Grassland,Water,Non_Wetland,Grassland
1723,Water,Water,Grassland,Water,Non_Wetland,Cropland
1724,Water,Water,Grassland,Water,Non_Wetland,Bareland
1725,Water,Water,Grassland,Water,Non_Wetland,Water
