Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNM_M_R
1037,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1038,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1039,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1040,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1041,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1042,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1043,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1044,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1045,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1046,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1047,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1048,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1049,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1050,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1052,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1054,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1055,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1057,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1059,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1060,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1061,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1062,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1063,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1064,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1066,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1068,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1071,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1072,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1073,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1077,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1078,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1079,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1080,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1081,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1082,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1086,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1087,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1088,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1089,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1090,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1091,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1092,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1093,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1094,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1096,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1097,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1098,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1099,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1103,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1104,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1107,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1108,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1109,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1110,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1111,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1112,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1113,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1114,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1115,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1119,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1120,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1121,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1122,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1123,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1124,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1126,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1128,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1131,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1132,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1135,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1137,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1138,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1139,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1140,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1143,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1146,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1148,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1149,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1150,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1151,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1152,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1156,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1157,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1158,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1159,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1160,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1161,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1163,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1164,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1165,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1166,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1167,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1168,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1169,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1170,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1171,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1172,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1173,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1176,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1177,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1179,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1180,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1181,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1182,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1183,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1186,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1188,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1189,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1190,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1191,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1192,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1193,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1194,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1195,Water,Water,Water,NULL,Water,NULL,NULL,Water
1196,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1197,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1198,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1199,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1200,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1201,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1202,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1203,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1204,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1205,Water,Water,Water,Water,Water,NULL,NULL,Water
1206,Water,Water,Water,Water,Water,NULL,NULL,Forest
1207,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1209,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1211,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1212,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1214,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1215,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1216,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1218,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1219,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1220,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1221,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1222,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1223,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1224,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1227,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1228,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1231,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1233,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1234,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1235,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1238,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1240,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1241,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1242,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1243,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1244,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1245,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1247,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1248,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1249,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1250,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1251,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1254,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1255,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1258,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1263,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1264,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1267,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1268,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1269,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1272,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1273,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1274,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1275,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1276,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1277,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1280,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1283,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1284,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,NULL
1287,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1288,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1289,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1290,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1291,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1292,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1295,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1296,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1300,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1301,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1302,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1303,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1304,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1305,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1306,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1307,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1309,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1310,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
1312,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1313,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1316,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1317,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1318,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1319,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1320,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
1321,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1322,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1329,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1331,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1332,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1334,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1335,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1336,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1337,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1339,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1340,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1341,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1342,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1343,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1344,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1345,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1346,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
1347,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
1348,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
1349,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1350,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1351,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1352,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1353,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1354,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1355,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1357,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1358,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1359,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1362,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1363,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1364,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
1365,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
1366,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1369,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
