Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
330,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
336,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
340,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
373,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
397,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
400,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
402,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
403,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
405,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
424,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
426,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
428,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
429,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
430,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
431,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
432,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
433,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
434,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
435,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
436,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
437,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
438,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
439,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
440,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
441,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
442,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
444,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
446,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
448,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
449,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Forest
450,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
451,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
453,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
455,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
456,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
457,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
458,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
459,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
461,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
462,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
464,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
465,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
466,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
468,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
469,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
470,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
471,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
472,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
475,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
476,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
482,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
484,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
487,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
490,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
493,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
495,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
496,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
497,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
500,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
501,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
502,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
504,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
517,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
521,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
522,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
523,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
528,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
529,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
530,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
532,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
533,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
534,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
535,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
536,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
537,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
538,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
539,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
540,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
541,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
542,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
543,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
544,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
545,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
546,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
547,NULL,NULL,Water,NULL,Water,Grassland,NULL,Cropland
548,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
549,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
550,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
551,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
552,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
553,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
554,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
555,NULL,NULL,Water,NULL,Water,Cropland,NULL,Cropland
556,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
557,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
558,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
559,NULL,NULL,Water,NULL,Water,Water,Water,Water
560,NULL,NULL,Water,NULL,Water,Forest,NULL,Forest
561,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
562,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
563,NULL,NULL,Water,Non_Water,Water,NULL,Water,Forest
564,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
565,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Bareland
566,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Water
567,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
568,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
569,NULL,NULL,Water,Non_Water,Water,Grassland,Water,NULL
570,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
571,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
572,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
573,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
574,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
575,NULL,NULL,Water,Non_Water,Water,Water,Water,NULL
576,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
577,NULL,NULL,Water,Non_Water,Water,Forest,NULL,Water
578,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
579,NULL,NULL,Water,Water,Water,NULL,NULL,Water
580,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
581,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
582,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
583,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
584,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
585,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
586,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
587,NULL,NULL,Water,Water,Water,Bareland,Water,Water
588,NULL,NULL,Water,Water,Water,Water,NULL,Water
589,NULL,NULL,Water,Water,Water,Water,Grassland,Water
590,NULL,NULL,Water,Water,Water,Water,Water,Water
591,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
592,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
594,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
595,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
596,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
597,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
598,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
600,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
603,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
605,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
606,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
607,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
608,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
610,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
612,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
613,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
622,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
624,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
628,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
643,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
645,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
647,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
648,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
650,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
652,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
654,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
657,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
659,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
660,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
662,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
664,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
665,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
666,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
668,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
670,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
671,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
672,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
673,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
674,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
675,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
