Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R
1393,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1394,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1395,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1396,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1398,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1399,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1400,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1401,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1404,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1405,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1406,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1407,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1408,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1409,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1410,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1411,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1412,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1413,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1414,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1415,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1416,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1417,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1418,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1419,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1420,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1421,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1422,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1423,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1426,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1427,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1428,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1429,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1430,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1431,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1432,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1433,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1434,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1435,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1436,Forest,Water,Water,Water,Water,NULL,NULL,Water
1437,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1438,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1440,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1442,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1443,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1445,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1446,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1447,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1448,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1449,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1450,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1451,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1453,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1456,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1460,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1462,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1463,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1464,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1465,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1466,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1467,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1469,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1470,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1471,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1472,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1473,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1474,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1475,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1476,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1478,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1479,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1480,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1481,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1482,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1483,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1484,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1485,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1486,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1487,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1488,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1489,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1490,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1491,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1492,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1493,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1494,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1495,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1496,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1497,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1498,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1500,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1502,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1503,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1504,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1505,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1506,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1507,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1508,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1509,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1510,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1511,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1512,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1513,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1514,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1518,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1519,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1520,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1522,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1523,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1524,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1525,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1526,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1527,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1528,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1529,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1530,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
