Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
1525,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1526,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1527,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1528,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1529,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1530,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1531,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1532,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1533,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1534,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1535,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1536,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1537,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1538,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1539,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1540,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1541,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1542,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1543,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water
1544,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1545,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1546,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1547,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1548,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1549,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1550,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1551,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1552,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Forest
1553,Bareland,Water,Water,NULL,Water,NULL,Bareland
1554,Bareland,Water,Water,NULL,Water,NULL,Forest
1555,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1556,Bareland,Water,Water,Water,Water,NULL,Grassland
1557,Bareland,Water,Water,Water,Water,NULL,Wetland
1558,Bareland,Water,Water,Water,Water,NULL,Bareland
1559,Bareland,Water,Water,Water,Water,NULL,Water
1560,Bareland,Water,Water,Water,Water,NULL,Forest
1561,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1562,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1563,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1564,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1565,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1566,Bareland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1567,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1568,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1569,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1570,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1571,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1572,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1573,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1574,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1575,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1576,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1577,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1578,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1579,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1580,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1581,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1582,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1583,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1584,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1585,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland
1586,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water
1587,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1588,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1589,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1590,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1591,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
1592,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1593,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1594,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1595,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1596,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1597,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1598,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1599,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Bareland
1600,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1601,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1602,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1603,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1604,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1605,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1606,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1607,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1608,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1609,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1610,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1611,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1612,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1613,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland
1614,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1615,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1616,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1617,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest
1618,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1619,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1620,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1621,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1623,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1624,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1625,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1626,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
1627,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1628,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1629,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1630,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1631,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1632,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1633,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1634,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1635,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1636,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1637,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1638,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1639,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1640,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1641,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1642,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1643,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1644,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1645,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1646,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1647,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1648,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1649,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1650,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1651,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1652,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1653,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1654,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1655,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1656,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1657,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1658,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1659,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1660,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1661,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1662,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1663,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1664,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1665,Water,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1666,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1667,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1668,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1669,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1670,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1671,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1672,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1673,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1674,Water,NULL,Wetland,Water,Wetland,NULL,Water
1675,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1676,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1677,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1678,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1679,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1680,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1681,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1682,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1683,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1684,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1685,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1686,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1687,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1688,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1689,Water,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1690,Water,NULL,Water,NULL,Water,NULL,Grassland
1691,Water,NULL,Water,NULL,Water,NULL,Wetland
1692,Water,NULL,Water,NULL,Water,NULL,Water
1693,Water,NULL,Water,NULL,Water,NULL,Forest
1694,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1695,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1696,Water,NULL,Water,Non_Water,Water,NULL,Water
1697,Water,NULL,Water,Non_Water,Water,NULL,Forest
1698,Water,NULL,Water,Water,Water,NULL,Grassland
1699,Water,NULL,Water,Water,Water,NULL,Wetland
1700,Water,NULL,Water,Water,Water,NULL,Bareland
1701,Water,NULL,Water,Water,Water,NULL,Water
1702,Water,NULL,Water,Water,Water,NULL,Forest
1703,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1704,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1705,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1706,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1707,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1708,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1709,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1710,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1711,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1712,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1713,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1714,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1715,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1716,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1717,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1718,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1719,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1720,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1721,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1722,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1723,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1724,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1725,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1726,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1727,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1728,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1729,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1730,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1731,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1732,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1733,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland
1734,Water,Cropland,Wetland,Water,Wetland,NULL,Cropland
1735,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1736,Water,Cropland,Wetland,Water,Wetland,NULL,Bareland
1737,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1738,Water,Cropland,Wetland,Water,Wetland,NULL,Forest
1739,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1740,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
1741,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland
1742,Water,Cropland,Water,Water,Water,NULL,Wetland
1743,Water,Cropland,Water,Water,Water,NULL,Bareland
1744,Water,Cropland,Water,Water,Water,NULL,Water
1745,Water,Cropland,Water,Water,Water,NULL,Forest
1746,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1747,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1748,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1749,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1750,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1751,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1752,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1753,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1754,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1755,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1756,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1757,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1758,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1759,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1760,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1761,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1762,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1763,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1764,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1765,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1766,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1767,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1768,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1769,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1770,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1771,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1772,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1773,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1774,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1775,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1776,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1777,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1778,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1779,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1780,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1781,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1782,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1783,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1784,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1785,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
1786,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1787,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1788,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1789,Water,Wetland,Wetland,Water,Wetland,NULL,NULL
1790,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1791,Water,Wetland,Wetland,Water,Wetland,NULL,Cropland
1792,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1793,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1794,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1795,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1796,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1797,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
1798,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1799,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1800,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1801,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1802,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water
1803,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1804,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1805,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
1806,Water,Wetland,Water,NULL,Water,NULL,Grassland
1807,Water,Wetland,Water,NULL,Water,NULL,Wetland
1808,Water,Wetland,Water,NULL,Water,NULL,Water
1809,Water,Wetland,Water,NULL,Water,NULL,Forest
1810,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1811,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1812,Water,Wetland,Water,Non_Water,Water,NULL,Water
1813,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1814,Water,Wetland,Water,Water,Water,NULL,Grassland
1815,Water,Wetland,Water,Water,Water,NULL,Wetland
1816,Water,Wetland,Water,Water,Water,NULL,Water
1817,Water,Wetland,Water,Water,Water,NULL,Forest
1818,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1819,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1820,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1821,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1822,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1823,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1824,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1825,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1826,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1827,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1828,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1829,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1830,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1831,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1832,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1833,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
1834,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1835,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1836,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1837,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1838,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1839,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1840,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1841,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1842,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1843,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1844,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1845,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1846,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1847,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1848,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1849,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1850,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1851,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1852,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1853,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Wetland
1854,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1855,Water,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1856,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1857,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1858,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1859,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1860,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1861,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1862,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1863,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1864,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1865,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1866,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1867,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1868,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1869,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1870,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
1871,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1872,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1873,Water,Bareland,Water,NULL,Water,NULL,Water
1874,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
1875,Water,Bareland,Water,Non_Water,Water,NULL,Water
1876,Water,Bareland,Water,Non_Water,Water,NULL,Forest
1877,Water,Bareland,Water,Water,Water,NULL,Grassland
1878,Water,Bareland,Water,Water,Water,NULL,Wetland
1879,Water,Bareland,Water,Water,Water,NULL,Bareland
1880,Water,Bareland,Water,Water,Water,NULL,Water
1881,Water,Bareland,Water,Water,Water,NULL,Forest
1882,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1883,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1884,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1885,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1886,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1887,Water,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1888,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1889,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1890,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1891,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1892,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
1893,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
1894,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland
1895,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1896,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1897,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1898,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1899,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1900,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1901,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1902,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1903,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1904,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1905,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1906,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1907,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1908,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1909,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1910,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1911,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1912,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1913,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1914,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1915,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1916,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1917,Water,Water,Grassland,NULL,Non_Wetland,NULL,Built-up
1918,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1919,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
