Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUA_M_R
1115,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1116,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1117,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1118,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1119,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1120,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1121,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1122,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1123,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1124,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1125,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1139,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1140,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1141,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1142,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1144,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1146,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1157,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1158,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1159,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1160,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1161,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1162,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1163,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1164,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1165,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1166,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1167,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1168,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1169,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1170,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1171,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1172,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1173,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1174,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1175,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1176,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1177,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1178,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1179,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1180,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1181,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1182,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1183,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1184,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1185,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1186,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1187,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1188,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1189,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1190,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1191,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1192,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1193,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1194,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1195,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1196,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1197,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1198,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1199,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1200,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1201,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1202,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1203,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1204,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1205,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1206,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1207,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1208,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1209,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1210,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1211,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1212,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1213,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1214,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1215,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1216,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1217,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1218,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1219,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1220,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1221,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1222,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1223,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1224,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1225,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1226,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1227,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1228,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1229,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1230,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1231,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1232,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1233,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1234,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1235,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1236,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1237,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1238,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1239,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1240,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1241,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1242,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1243,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1244,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1245,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1246,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1247,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1248,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1249,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1250,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1251,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1252,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1253,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1254,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1255,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1256,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1257,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1258,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1259,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
1260,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1261,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1262,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1263,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1264,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1265,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1266,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1267,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1268,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1269,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1270,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1271,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1272,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1273,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1274,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1275,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1276,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1277,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1278,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1279,Forest,Forest,Water,Water,Water,NULL,Water,Water
1280,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1281,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1282,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1283,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1284,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1285,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1286,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1287,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1288,Forest,Forest,Water,Water,Water,Water,Water,Water
1289,Forest,Forest,Water,Water,Water,Water,Water,Forest
1290,Forest,Forest,Water,Water,Water,Water,Forest,Water
1291,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1292,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1293,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1294,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1295,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1296,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1297,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1298,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1299,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1300,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1301,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1302,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1303,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1304,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1305,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1306,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1307,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1308,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1309,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1310,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1311,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1312,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1313,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1314,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1315,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1316,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1317,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1318,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1319,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1320,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1321,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1322,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1323,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1324,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1325,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1326,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1327,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1328,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1329,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1330,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1331,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1332,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1333,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1334,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1335,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1336,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1337,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1338,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1339,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1340,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1341,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1342,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1343,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1344,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1345,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1346,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1347,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1348,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1349,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1350,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1351,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1352,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1353,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1354,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1355,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1356,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1357,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1358,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1359,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1360,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1361,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1362,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1363,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1364,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1365,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1366,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1367,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1368,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1369,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1370,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1371,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1372,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1373,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1374,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1375,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1376,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1377,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1378,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1379,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1380,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1381,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1382,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1383,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1384,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1385,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
