Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Bareland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
383,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
384,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
385,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
386,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
387,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
388,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
389,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
390,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
391,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
392,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
393,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
394,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
395,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
396,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
397,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
398,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
399,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
400,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
401,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
402,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
403,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
404,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
405,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
406,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
407,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
408,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
411,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
412,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
414,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
417,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
418,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
422,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
423,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
424,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
425,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
426,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
427,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
428,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
429,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
430,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
431,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
432,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
433,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
435,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
437,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
438,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
439,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
440,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
441,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
663,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
