Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQH_M_R
13094,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
13095,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
13096,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
13097,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
13098,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
13099,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13100,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
13101,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13102,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13103,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
13104,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
13105,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
13106,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
13107,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
13108,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
13109,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
13110,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
13111,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
13112,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
13113,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
13114,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
13115,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
13116,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
13117,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
13118,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
13119,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
13120,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
13121,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
13122,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
13123,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
13124,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
13125,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13126,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
13127,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
13128,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
13129,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13130,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13131,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13132,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13133,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13134,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13135,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13136,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
13137,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
13138,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
13139,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13140,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13141,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13142,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
13143,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
13144,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
13145,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13146,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
13147,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13148,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
13149,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
13150,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
13151,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
13152,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
13153,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
13154,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13155,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13156,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13157,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
13158,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
13159,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13160,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
13161,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
13162,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13163,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
13164,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13165,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13166,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13167,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13168,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13169,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
13170,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
13171,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
13172,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13173,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
13174,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
13175,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
13176,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
13177,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13178,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
13179,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
13180,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
13181,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
13182,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
13183,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
13184,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
13185,Forest,NULL,Water,NULL,Water,Grassland,Forest,Wetland
13186,Forest,NULL,Water,NULL,Water,Grassland,Forest,Water
13187,Forest,NULL,Water,NULL,Water,Cropland,Forest,Grassland
13188,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
13189,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
13190,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
13191,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
13192,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
13193,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
13194,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
13195,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
13196,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
13197,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
13198,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
13199,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
13200,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
13201,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
13202,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
13203,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
13204,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
13205,Forest,NULL,Water,NULL,Water,Water,Water,NULL
13206,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
13207,Forest,NULL,Water,NULL,Water,Water,Water,Forest
13208,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
13209,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
13210,Forest,NULL,Water,NULL,Water,Water,Forest,Water
13211,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
13212,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
13213,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
13214,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
13215,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
13216,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
13217,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
13218,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
13219,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
13220,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
13221,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
13222,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
13223,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
13224,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
13225,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
13226,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
13227,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
13228,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
13229,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
13230,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
13231,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
13232,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Water
13233,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
13234,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
13235,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
13236,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
13237,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
13238,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
13239,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
13240,Forest,NULL,Water,Water,Water,NULL,Water,Water
13241,Forest,NULL,Water,Water,Water,NULL,Water,Forest
13242,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
13243,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
13244,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
13245,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
13246,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
13247,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
13248,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
13249,Forest,NULL,Water,Water,Water,Grassland,Bareland,Forest
13250,Forest,NULL,Water,Water,Water,Grassland,Water,Water
13251,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
13252,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
13253,Forest,NULL,Water,Water,Water,Grassland,Forest,Wetland
13254,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
13255,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
13256,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
13257,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
13258,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
13259,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
13260,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
13261,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
13262,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
13263,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
13264,Forest,NULL,Water,Water,Water,Wetland,Water,Water
13265,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
13266,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
13267,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
13268,Forest,NULL,Water,Water,Water,Bareland,NULL,Grassland
13269,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
13270,Forest,NULL,Water,Water,Water,Bareland,Forest,Grassland
13271,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
13272,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
13273,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
13274,Forest,NULL,Water,Water,Water,Water,Grassland,Water
13275,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
13276,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
13277,Forest,NULL,Water,Water,Water,Water,Wetland,Water
13278,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
13279,Forest,NULL,Water,Water,Water,Water,Water,Grassland
13280,Forest,NULL,Water,Water,Water,Water,Water,Wetland
13281,Forest,NULL,Water,Water,Water,Water,Water,Water
13282,Forest,NULL,Water,Water,Water,Water,Water,Forest
13283,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
13284,Forest,NULL,Water,Water,Water,Water,Forest,Water
13285,Forest,NULL,Water,Water,Water,Water,Forest,Forest
13286,Forest,NULL,Water,Water,Water,Forest,Grassland,Wetland
13287,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
13288,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
13289,Forest,NULL,Water,Water,Water,Forest,Water,Forest
13290,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
13291,Forest,NULL,Water,Water,Water,Forest,Forest,Water
13292,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13293,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13294,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13295,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13296,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
13297,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
13298,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13299,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13300,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13301,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
13302,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
13303,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13304,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13305,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
13306,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13307,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13308,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13309,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13310,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13311,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13312,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13313,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13314,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13315,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
13320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
13321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
13323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
13324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
13325,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
13326,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
13328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
13329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
13330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
13331,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
13332,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
13333,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
13334,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
13335,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13336,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13337,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
13338,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
13339,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
13340,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13341,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13342,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
13343,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
13344,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
13345,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
13346,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
13347,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
13348,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
13349,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
13350,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13351,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13352,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13353,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13354,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
13355,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13356,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
13357,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13358,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13359,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13360,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13361,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
13362,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
13363,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13364,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13365,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
13366,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
13367,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
13368,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13369,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13370,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
13371,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13372,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
13373,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
13374,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13375,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13376,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13377,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13378,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13379,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
13380,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13381,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
13382,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
13383,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13384,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13385,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13386,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13387,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13388,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
13389,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
13390,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13391,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13392,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
13393,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13394,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
13395,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
13396,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
13397,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
13398,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
13399,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
13400,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13401,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
13402,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
13403,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13404,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
13405,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
13406,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
13407,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
13408,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
13409,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
13410,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13411,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13412,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13413,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13414,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13415,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
13416,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13417,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
13418,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
13419,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13420,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
13421,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
13422,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Water
13423,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13424,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13425,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
13426,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
13427,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13428,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13429,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
13430,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13431,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13432,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
13433,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
13434,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13435,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
13436,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13437,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
13438,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13439,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13440,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13441,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13442,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13443,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13444,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
13445,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13446,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
13447,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13448,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13449,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
13450,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
