Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
4946,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4947,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4948,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4949,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4950,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4951,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4952,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4953,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4954,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4955,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4956,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4957,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4958,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4959,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4960,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4961,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4962,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4963,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4964,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4965,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4966,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4967,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4968,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4969,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4970,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4971,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4972,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4973,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
4974,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4975,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4976,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4977,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4978,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4979,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4980,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4981,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4982,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4983,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4984,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4985,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4986,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4987,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4988,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4989,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4990,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4991,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4992,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4993,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4994,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
4995,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4996,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4997,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4998,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4999,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5000,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
5001,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5002,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5003,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5004,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5005,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5006,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5007,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5008,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5009,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5010,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5011,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5012,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5013,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5014,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
5015,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5016,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5017,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5018,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5019,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
5020,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5021,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5022,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
5023,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5024,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5025,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5026,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
5027,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
5028,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5029,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
5030,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5031,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5032,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5033,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5034,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5035,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
5036,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5037,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5038,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5039,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
5040,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5041,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
5042,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
5043,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5044,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5045,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5046,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5047,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5048,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5049,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5050,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5051,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
5052,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
5053,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5054,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5055,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5056,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5057,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5058,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5059,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5060,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5061,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5062,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5063,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5064,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5065,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5066,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5067,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5068,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5069,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5070,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5071,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5072,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5073,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5074,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5075,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5076,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5077,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5078,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5079,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5080,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
5081,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5082,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5083,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5084,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5085,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5086,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5087,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5088,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5089,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5090,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5091,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5092,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5093,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5094,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5095,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5096,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5097,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5098,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5099,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5100,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5101,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5102,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5103,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5104,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5105,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5106,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5107,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5108,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5109,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5110,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5111,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5112,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5113,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5114,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5115,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5116,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5117,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5118,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5119,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5120,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5121,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5122,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5123,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5124,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5125,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5126,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5127,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5128,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5129,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5130,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
5131,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5132,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5133,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5134,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5135,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5136,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
5137,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5138,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5139,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5140,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5141,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
5142,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
5143,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5144,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5145,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5146,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5147,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5148,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5149,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5150,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5151,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5152,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5153,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5154,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5155,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5156,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5157,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5158,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5159,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5160,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5161,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5162,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5163,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5164,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5165,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5166,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5167,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5168,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5169,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5170,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5171,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5172,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5173,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5174,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5175,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
5176,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5177,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5178,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
5179,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5180,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5181,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5182,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5183,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5184,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5185,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5186,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
5187,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5188,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5189,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5190,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5191,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5192,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5193,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5194,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5195,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5196,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5197,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5198,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5199,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5200,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
5201,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5202,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5203,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5204,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
5205,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5206,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5207,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5208,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
5209,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
5210,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
5211,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
5212,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
5213,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
5214,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
5215,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
5216,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5217,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
5218,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
5219,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
5220,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5221,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5222,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5223,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5224,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5225,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
5226,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5227,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5228,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5229,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5230,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5231,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5232,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5233,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5234,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5235,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5236,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5237,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5238,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
5239,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5240,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5241,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5242,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5243,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5244,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5245,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5246,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5247,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5248,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5249,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5250,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5251,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5252,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5253,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5254,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5255,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5256,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5257,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5258,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5259,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5260,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
5261,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5262,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5263,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5264,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5265,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5266,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5267,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5268,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5269,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5270,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5271,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5272,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5273,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5274,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
5275,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5276,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5277,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5278,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5279,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5280,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5281,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5282,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5283,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5284,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5285,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5286,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5287,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5288,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5289,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5290,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5291,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5292,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5293,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5294,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5295,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
