Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
340,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
342,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
343,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
358,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
363,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
370,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
372,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
373,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
374,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
376,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
377,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
382,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
385,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
387,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
390,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
393,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
394,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
396,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
399,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
400,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
404,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
405,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
408,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
412,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
413,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
415,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
416,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
417,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
420,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
421,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
422,NULL,Water,Water,Water,Water,NULL,NULL,Water
423,NULL,Water,Water,Water,Water,NULL,NULL,Forest
424,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
427,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
428,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
429,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
430,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
431,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
433,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
434,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
436,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
438,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
441,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
442,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
446,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
447,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
449,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
450,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
451,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
452,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
453,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
454,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
455,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
456,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
457,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
458,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
459,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
460,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
461,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
463,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Forest,Water,Water,Water,NULL,NULL,Water
468,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
469,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
471,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
472,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
473,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
475,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
478,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
479,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
480,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
482,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
483,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
484,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
485,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
486,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
488,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
489,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
491,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
492,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
493,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
494,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
495,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
499,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
500,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
501,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
505,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
506,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
509,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
510,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
511,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
512,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
514,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
516,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
517,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
518,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
519,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
520,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
522,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
527,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
529,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
530,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
531,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
532,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
533,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
537,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
544,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
546,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
547,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
550,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
552,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
555,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
556,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
557,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
559,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
560,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
561,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
562,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
563,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
564,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
566,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
567,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
568,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
569,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
570,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
577,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
579,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
581,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
584,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
586,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
588,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
589,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
590,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
591,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
592,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
594,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
595,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
597,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
599,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
600,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
601,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
602,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
603,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
604,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
605,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
606,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
607,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
608,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
609,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
610,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
611,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
612,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
613,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
614,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
615,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
617,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
618,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
619,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
620,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
621,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
622,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
624,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
625,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
626,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
628,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
630,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
631,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
632,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
633,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
634,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
635,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
637,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
638,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
644,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
652,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
653,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
655,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
659,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
660,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
661,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
662,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
663,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
664,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
666,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
667,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
668,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
669,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
670,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
671,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
672,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
674,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
675,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
678,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
679,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
680,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
681,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
682,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
683,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
684,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
686,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
