Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXS_M_R
4475,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
4476,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
4477,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4478,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4479,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4480,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4481,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4482,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4483,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland,Bareland,Forest
4484,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4485,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4486,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4487,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4488,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
4489,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4490,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
4491,Forest,Built-up,Wetland,Water,Wetland,Cropland,Wetland,Forest
4492,Forest,Built-up,Wetland,Water,Wetland,Cropland,Water,Forest
4493,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4494,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4495,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4496,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
4497,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
4498,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
4499,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
4500,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
4501,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
4502,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
4503,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Bareland,Forest
4504,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4505,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4506,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4507,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4508,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4509,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4510,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4511,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4512,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
4513,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4514,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4515,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4516,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4517,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4518,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4519,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4520,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
4521,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
4522,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4523,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4524,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4525,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4526,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4527,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4528,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
4529,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4530,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4531,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4532,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4533,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4534,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4535,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4536,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4537,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4538,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4539,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4540,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4541,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4542,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4543,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4544,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4545,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4546,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4547,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4548,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
4549,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4550,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4551,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4552,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4553,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4554,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4555,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4556,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4557,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4558,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4559,Forest,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
4560,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
4561,Forest,Built-up,Water,Water,Water,Grassland,Wetland,Forest
4562,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
4563,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4564,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4565,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4566,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4567,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4568,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4569,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4570,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4571,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4572,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4573,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4574,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
4575,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4576,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
4577,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4578,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4579,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4580,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4581,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4582,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4583,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4584,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4585,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4586,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4587,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4588,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4589,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4590,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4591,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4592,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4593,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4594,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4595,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
4596,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4597,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4598,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4599,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4600,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4601,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4602,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4603,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4604,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4605,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
4606,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4607,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4608,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4609,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4610,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4611,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4612,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4613,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4614,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4615,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4616,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
4617,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4618,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4619,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4620,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4621,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4622,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4623,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4624,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4625,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4626,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
4627,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4628,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
4629,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
4630,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4631,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4632,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4633,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4634,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4635,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4636,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4637,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4638,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
4639,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4640,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
4641,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Water
4642,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
4643,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4644,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4645,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4646,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4647,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4648,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4649,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4650,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4651,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4652,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4653,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4654,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4655,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4656,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4657,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4658,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4659,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4660,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4661,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4662,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4663,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4664,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4665,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4666,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4667,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4668,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4669,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4670,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4671,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4672,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4673,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4674,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4675,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4676,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4677,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4678,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4679,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4680,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,Forest,Forest
4681,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4682,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4683,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4684,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4685,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4686,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4687,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4688,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4689,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4690,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4691,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4692,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4693,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
4694,Forest,Water,NULL,Water,Non_Wetland,Cropland,Forest,Forest
4695,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4696,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4697,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
4698,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4699,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4700,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
4701,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4702,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4703,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4704,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4705,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4706,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4707,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4708,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4709,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4710,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4711,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4712,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4713,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4714,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4715,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4716,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4717,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4718,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4719,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4720,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4721,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4722,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4723,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4725,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4726,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4727,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4728,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4729,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4730,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4731,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4732,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4733,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4734,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4735,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Forest
4736,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4737,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4738,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4739,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4740,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4741,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4742,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4743,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4744,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
4745,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4746,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4747,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4748,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4749,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4750,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4751,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4752,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4753,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
4754,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
4755,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4756,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4757,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4758,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4759,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4760,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4761,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
4762,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4763,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4764,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4765,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4766,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4767,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4768,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4769,Forest,Water,Grassland,Water,Non_Wetland,Cropland,Bareland,Grassland
4770,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4771,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
4772,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4773,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4774,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4775,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4776,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4777,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4778,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4779,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4780,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4781,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4782,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4783,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
4784,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4785,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Wetland
4786,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Water
4787,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
4788,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4789,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4790,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4791,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4792,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4793,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4794,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4795,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4796,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4797,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4798,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4799,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4800,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4801,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4802,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4803,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4804,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4805,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4806,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4807,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4808,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4809,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4810,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4811,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4812,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
