Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNU_M_R
4163,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4164,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4165,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4166,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4167,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4168,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4169,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4170,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4171,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4172,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4173,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4174,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4175,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4176,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4177,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4178,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4179,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Built-up
4180,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
4181,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4182,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4183,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4184,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4185,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4186,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4187,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4188,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4189,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4190,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4191,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4192,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4193,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4194,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4195,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4196,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4197,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4198,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4199,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4200,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4201,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4202,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4203,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4204,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4205,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4206,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4207,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4208,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4209,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4210,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4211,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4212,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4213,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4214,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4215,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4216,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4217,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4218,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4219,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
4220,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
4221,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4222,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
4223,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4224,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4225,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4226,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4227,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4228,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4229,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
4230,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4231,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4232,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4233,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4234,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4235,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4236,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4237,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4238,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4239,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
4240,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
4241,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4242,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4243,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4244,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4245,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4246,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4247,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4252,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4253,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4254,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4256,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4257,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4258,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4259,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4260,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4261,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4262,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4263,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4264,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4265,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4266,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4269,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4270,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4271,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4272,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4273,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4274,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4275,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
4276,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4277,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
4278,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4279,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4280,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4281,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4282,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
4283,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Built-up
4284,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4285,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4286,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
4287,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
4288,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Built-up
4289,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4290,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4291,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4292,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4297,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4298,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4299,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4300,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4301,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4303,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4304,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
4305,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
4306,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4307,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4308,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4309,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4310,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4311,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4312,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4313,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4314,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4315,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4316,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4317,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4318,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4319,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4320,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
4321,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4322,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4323,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4324,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4325,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4326,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4327,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4328,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4329,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4330,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4331,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
4332,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4333,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4334,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4335,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4336,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4337,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4338,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
4339,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4340,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Built-up
4341,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
4342,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4343,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4344,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4345,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4346,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4347,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4348,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4349,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4350,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4351,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4352,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4353,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4354,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4355,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4356,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4357,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4358,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4359,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4360,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4361,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4362,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4363,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4364,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4365,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4366,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4367,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
4368,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4369,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4370,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4371,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4372,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Built-up
4373,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4374,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4375,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4376,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4377,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4378,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4379,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4380,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4381,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4382,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4383,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4384,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4385,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4386,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4387,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4388,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4389,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4390,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4391,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4392,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4393,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4394,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4395,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4396,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4397,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4398,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4399,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4400,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4401,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4402,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
4403,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4404,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4405,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4406,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4407,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4408,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4409,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4410,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4411,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4412,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4413,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4414,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4415,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4416,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4417,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4418,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4419,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4420,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4421,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4422,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4423,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4424,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4425,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4426,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4427,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4428,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4429,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4430,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4431,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4432,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
4433,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4434,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4435,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4436,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4437,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4438,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
4439,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4440,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4441,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4442,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
4443,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
4444,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
4445,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4446,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
4447,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
4448,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
4449,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4450,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
4451,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4452,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
4453,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4454,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4455,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
4456,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4457,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4458,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
4459,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
4460,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
4461,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
4462,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
4463,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
4464,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
4465,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
4466,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
4467,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4468,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
4469,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4470,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4471,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4472,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4473,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4474,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4475,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4476,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4477,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4478,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
4479,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
4480,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
4481,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4482,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
4483,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4484,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4485,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4486,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4487,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
4488,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4489,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4490,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
4491,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4492,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
4493,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4494,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
4495,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
4496,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
4497,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4498,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
4499,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4500,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
4501,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4502,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
4503,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
4504,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Built-up
4505,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
4506,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
