Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
17002,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
17003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
17004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
17005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
17006,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
17007,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
17008,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
17009,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
17010,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17011,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
17012,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17013,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
17014,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
17015,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
17016,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
17017,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17018,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
17019,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17020,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
17021,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
17022,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
17023,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
17024,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
17025,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
17026,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
17027,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
17028,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
17029,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
17030,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
17031,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
17032,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
17033,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
17034,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
17035,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
17036,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
17037,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
17038,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
17039,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
17040,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
17041,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17042,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17043,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17044,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17045,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
17046,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
17047,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17048,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
17049,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
17050,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17051,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
17052,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
17053,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
17054,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
17055,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17056,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17057,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
17058,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17059,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
17060,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17061,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
17062,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17063,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17064,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
17065,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17066,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
17067,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
17068,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
17069,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
17070,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17071,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
17072,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
17073,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
17074,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
17075,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17076,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17077,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
17078,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
17079,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17080,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
17081,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
17082,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17083,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17084,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
17085,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17086,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17087,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
17088,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
17089,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17090,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
17091,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
17092,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
17093,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
17094,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
17095,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
17096,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
17097,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
17098,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17099,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
17100,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17101,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17102,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
17103,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
17104,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
17105,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
17106,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
17107,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
17108,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
17109,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
17110,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
17111,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
17112,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
17113,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
17114,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
17115,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
17116,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
17117,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
17118,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
17119,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
17120,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
17121,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
17122,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
17123,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
17124,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
17125,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
17126,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Built-up
17127,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
17128,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
17129,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
17130,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
17131,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
17132,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
17133,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
17134,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
17135,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
17136,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17137,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17138,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17139,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17140,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17141,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
17142,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17143,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17144,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
17145,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17146,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
17147,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
17148,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
17149,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
17150,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17151,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
17152,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
17153,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
17154,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17155,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17156,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17157,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17158,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
17159,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
17160,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
17161,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
17162,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
17163,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
17164,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
17165,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
17166,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
17167,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
17168,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
17169,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
17170,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
17171,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17172,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
17173,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
17174,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17175,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17176,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
17177,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17178,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
17179,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
17180,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
17181,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
17182,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17183,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
17184,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17185,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17186,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
17187,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17188,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
17189,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
17190,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17191,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
17192,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
17193,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
17194,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
17195,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
17196,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
17197,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
17198,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
17199,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
17200,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
17201,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
17202,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
17203,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17204,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17205,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17206,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17207,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17208,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17209,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17210,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
17211,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
17212,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
17213,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
17214,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
17215,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
17216,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17217,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
17220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
17223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
17227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
17228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
17229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
17230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
17231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
17233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
17234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
17235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
17237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
17242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
17243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
17246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
17247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
17251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
17252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
17253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17254,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17255,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17256,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
17257,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
17258,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
17259,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
17260,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
17261,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
17262,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
17263,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17264,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17265,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17266,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
17267,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17268,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17269,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17270,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17271,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17272,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17273,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
17274,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
17275,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
17276,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
17277,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
17278,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
17279,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
17280,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17281,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17282,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
17283,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17284,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
17285,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
17286,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
17287,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
17288,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
17289,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17290,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17291,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
17292,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
17293,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17294,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
17295,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
17296,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
17297,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
17298,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
17299,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17300,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
17301,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
17302,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
17303,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
17304,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
17305,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
17306,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
17307,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
17308,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17309,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17310,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17311,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17312,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17313,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17314,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17315,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17316,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
17317,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
17318,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
17319,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
17320,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
17321,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
17322,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
17323,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
17324,Forest,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
17325,Forest,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
17326,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
