Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
444,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
446,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
451,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
