Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
409,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
411,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
412,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
413,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
415,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
416,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
417,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
425,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
426,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
427,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
429,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
430,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
562,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
613,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
614,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
615,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
616,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
617,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
618,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
619,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
621,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
622,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
626,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
629,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
632,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
633,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
635,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
640,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
641,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
642,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
643,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
644,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
645,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
646,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
647,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
648,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
649,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
650,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
651,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
652,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
653,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
654,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
655,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
656,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
657,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
658,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
659,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
660,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
661,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
662,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
