Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFK_M_R
328,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Grassland,Grassland
329,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
331,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
332,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
333,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
334,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
335,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
342,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
344,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
347,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
348,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
350,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
351,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
354,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
357,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
358,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
360,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
361,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
362,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
382,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
405,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
406,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
409,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
410,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
413,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
414,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
418,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
421,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
424,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
426,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
427,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
428,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
430,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
431,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
432,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
433,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
434,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
435,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
436,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
437,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
438,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
439,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
440,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
441,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
442,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
443,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
444,NULL,NULL,Water,NULL,Water,Bareland,Water,Forest
445,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
446,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
447,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
448,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
449,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
450,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
451,NULL,NULL,Water,NULL,Water,Water,Water,Water
452,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
453,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
454,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
455,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
456,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
457,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
458,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
459,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
460,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
461,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
462,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
463,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
464,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
465,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
466,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
467,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
468,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
469,NULL,NULL,Water,Water,Water,Water,Grassland,Water
470,NULL,NULL,Water,Water,Water,Water,Water,Water
471,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
501,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
503,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
529,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
532,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
533,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
539,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
547,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
549,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
550,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
557,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
559,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
561,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
562,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
564,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
567,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
568,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
569,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
571,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
572,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
573,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
574,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
575,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
576,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
579,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
581,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
587,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
590,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
591,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
592,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
594,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
596,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
597,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
598,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
599,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
601,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
602,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
603,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
604,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
606,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
619,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
620,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
621,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
622,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
624,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
625,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
626,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
627,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
631,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
632,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
633,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
634,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
635,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
636,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
637,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
638,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
639,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
640,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
641,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
642,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
643,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
644,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
646,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
647,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
648,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
650,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
651,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
653,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
654,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
655,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
656,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
657,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
658,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
659,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
660,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
661,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
662,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
663,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
664,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
665,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
666,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
667,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
