Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R
339,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
340,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
341,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
342,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
343,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
344,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
345,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
346,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
347,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
348,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
350,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
351,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
352,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
353,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
359,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
360,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
361,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
363,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
364,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
365,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
366,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
367,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
368,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
369,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
370,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
371,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
372,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
373,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
374,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
375,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
376,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
378,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
379,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
380,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
381,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
383,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
384,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
386,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
387,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
388,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
389,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
390,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
391,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
392,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
394,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
396,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
397,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
399,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
400,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
402,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
403,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
404,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
405,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
406,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
407,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
408,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
409,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
410,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
411,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
412,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
413,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
414,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
415,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
416,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
417,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
418,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
419,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
420,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
421,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
422,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
423,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
424,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
425,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
426,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
427,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
428,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
429,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
430,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
431,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
432,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
433,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
434,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
435,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
436,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
437,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
438,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
440,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
441,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
442,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
443,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
444,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
445,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
446,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
448,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
450,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
451,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
452,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
453,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
454,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
455,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
456,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
457,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
458,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
459,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
460,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
462,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
464,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
465,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
466,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
467,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
468,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
469,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
470,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
471,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
472,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
473,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
474,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
475,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
476,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
477,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
478,NULL,Wetland,Water,Water,Water,Water,Water,Water
479,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
480,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
481,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
482,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
484,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
486,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
487,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
488,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
489,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
490,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
491,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
492,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
493,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
496,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
497,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
498,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
500,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
501,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
502,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
503,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
504,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
505,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
507,NULL,Bareland,Water,Water,Water,Water,Water,Water
508,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
511,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
512,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
513,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
514,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
515,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
516,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
517,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
518,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
519,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
520,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
522,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
525,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
526,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
527,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
528,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
529,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
530,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
531,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
532,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
533,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
534,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
535,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
536,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
537,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
587,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
588,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
589,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
590,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
591,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
592,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
593,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
595,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
596,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
597,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Forest
598,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
599,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
600,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
601,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
602,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
603,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
604,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
605,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
606,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
611,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
613,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
615,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
616,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
634,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
635,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
639,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
640,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
641,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
642,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
646,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
647,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
648,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
649,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
650,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
651,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
652,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
653,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
654,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
655,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
656,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
657,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
658,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
659,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
660,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
661,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
662,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
663,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
664,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
665,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
666,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
667,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
668,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
669,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
670,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
671,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
672,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
