Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQS_M_R
1290,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1291,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1292,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1293,Water,NULL,Grassland,NULL,Non_Wetland,Water
1294,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1295,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1296,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1297,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1298,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1299,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1300,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1301,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1302,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1303,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1304,Water,NULL,Cropland,NULL,Non_Wetland,Water
1305,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1306,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1307,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1308,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1309,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1310,Water,NULL,Cropland,Water,Non_Wetland,Water
1311,Water,NULL,Cropland,Water,Non_Wetland,Forest
1312,Water,NULL,Wetland,NULL,Wetland,Bareland
1313,Water,NULL,Wetland,NULL,Wetland,Water
1314,Water,NULL,Wetland,NULL,Wetland,Forest
1315,Water,NULL,Wetland,Water,Wetland,Grassland
1316,Water,NULL,Wetland,Water,Wetland,Bareland
1317,Water,NULL,Wetland,Water,Wetland,Water
1318,Water,NULL,Wetland,Water,Wetland,Forest
1319,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1320,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1321,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1322,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1323,Water,NULL,Bareland,NULL,Non_Wetland,Water
1324,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1325,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1326,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1327,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1328,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1329,Water,NULL,Bareland,Water,Non_Wetland,Water
1330,Water,NULL,Bareland,Water,Non_Wetland,Forest
1331,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1332,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1333,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1334,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1335,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1336,Water,NULL,Water,NULL,Water,NULL
1337,Water,NULL,Water,NULL,Water,Grassland
1338,Water,NULL,Water,NULL,Water,Cropland
1339,Water,NULL,Water,NULL,Water,Wetland
1340,Water,NULL,Water,NULL,Water,Bareland
1341,Water,NULL,Water,NULL,Water,Built-up
1342,Water,NULL,Water,NULL,Water,Water
1343,Water,NULL,Water,NULL,Water,Forest
1344,Water,NULL,Water,Non_Water,Water,Grassland
1345,Water,NULL,Water,Non_Water,Water,Bareland
1346,Water,NULL,Water,Non_Water,Water,Water
1347,Water,NULL,Water,Non_Water,Water,Forest
1348,Water,NULL,Water,Water,Water,Grassland
1349,Water,NULL,Water,Water,Water,Wetland
1350,Water,NULL,Water,Water,Water,Bareland
1351,Water,NULL,Water,Water,Water,Water
1352,Water,NULL,Water,Water,Water,Forest
1353,Water,NULL,Forest,NULL,Non_Wetland,NULL
1354,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1355,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1356,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1357,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1358,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1359,Water,NULL,Forest,NULL,Non_Wetland,Water
1360,Water,NULL,Forest,NULL,Non_Wetland,Forest
1361,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1362,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1363,Water,NULL,Forest,Water,Non_Wetland,Grassland
1364,Water,NULL,Forest,Water,Non_Wetland,Bareland
1365,Water,NULL,Forest,Water,Non_Wetland,Water
1366,Water,NULL,Forest,Water,Non_Wetland,Forest
1367,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1368,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1369,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1370,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1371,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1372,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1373,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1374,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1375,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1376,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1377,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1378,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1379,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1380,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1381,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1382,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1383,Water,Cropland,Wetland,Water,Wetland,Water
1384,Water,Cropland,Wetland,Water,Wetland,Forest
1385,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1386,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1387,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1388,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1389,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1390,Water,Cropland,Water,NULL,Water,Grassland
1391,Water,Cropland,Water,NULL,Water,Forest
1392,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1393,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1394,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1395,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1396,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1397,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1398,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1399,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1400,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1401,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1402,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1403,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1404,Water,Wetland,Water,Water,Water,Water
1405,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1406,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1407,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1408,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1409,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1410,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1411,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1412,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1413,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1414,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1415,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1416,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1417,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1418,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1419,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1420,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1421,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1422,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1423,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1424,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1425,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1426,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1427,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1428,Water,Bareland,Grassland,Water,Non_Wetland,Water
1429,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1430,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1431,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1432,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1433,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1434,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1435,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1436,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1437,Water,Bareland,Cropland,Water,Non_Wetland,Water
1438,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1439,Water,Bareland,Wetland,NULL,Wetland,Bareland
1440,Water,Bareland,Wetland,NULL,Wetland,Water
1441,Water,Bareland,Wetland,Non_Water,Wetland,Water
1442,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1443,Water,Bareland,Wetland,Water,Wetland,Grassland
1444,Water,Bareland,Wetland,Water,Wetland,Bareland
1445,Water,Bareland,Wetland,Water,Wetland,Water
1446,Water,Bareland,Wetland,Water,Wetland,Forest
1447,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1448,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1449,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1450,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1451,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1452,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1453,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1454,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1455,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1456,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1457,Water,Bareland,Bareland,Water,Non_Wetland,Water
1458,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1459,Water,Bareland,Water,NULL,Water,Grassland
1460,Water,Bareland,Water,NULL,Water,Bareland
1461,Water,Bareland,Water,NULL,Water,Water
1462,Water,Bareland,Water,NULL,Water,Forest
1463,Water,Bareland,Water,Non_Water,Water,Grassland
1464,Water,Bareland,Water,Non_Water,Water,Water
1465,Water,Bareland,Water,Non_Water,Water,Forest
1466,Water,Bareland,Water,Water,Water,Grassland
1467,Water,Bareland,Water,Water,Water,Bareland
1468,Water,Bareland,Water,Water,Water,Water
1469,Water,Bareland,Water,Water,Water,Forest
1470,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1471,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1472,Water,Bareland,Forest,NULL,Non_Wetland,Water
1473,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1474,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1475,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1476,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1477,Water,Bareland,Forest,Water,Non_Wetland,Water
1478,Water,Bareland,Forest,Water,Non_Wetland,Forest
1479,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
1480,Water,Built-up,NULL,Water,Non_Wetland,Forest
1481,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1482,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1483,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1484,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1485,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1486,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1487,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1488,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1489,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1490,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1491,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1492,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1493,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1494,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up
1495,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1496,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1497,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1498,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1499,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1500,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1501,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1502,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1503,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1504,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1505,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1506,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1507,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1508,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1509,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1510,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1511,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1512,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1513,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1514,Water,Built-up,Cropland,Water,Non_Wetland,Water
1515,Water,Built-up,Wetland,NULL,Wetland,Bareland
1516,Water,Built-up,Wetland,NULL,Wetland,Water
1517,Water,Built-up,Wetland,NULL,Wetland,Forest
1518,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1519,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1520,Water,Built-up,Wetland,Non_Water,Wetland,Water
1521,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1522,Water,Built-up,Wetland,Water,Wetland,Grassland
1523,Water,Built-up,Wetland,Water,Wetland,Bareland
1524,Water,Built-up,Wetland,Water,Wetland,Water
1525,Water,Built-up,Wetland,Water,Wetland,Forest
1526,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1527,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1528,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1529,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1530,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1531,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1532,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1533,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1534,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1535,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1536,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1537,Water,Built-up,Bareland,Water,Non_Wetland,Water
1538,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1539,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1540,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1541,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1542,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1543,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1544,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1545,Water,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1546,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
1547,Water,Built-up,Water,NULL,Water,Grassland
1548,Water,Built-up,Water,NULL,Water,Cropland
1549,Water,Built-up,Water,NULL,Water,Bareland
1550,Water,Built-up,Water,NULL,Water,Built-up
1551,Water,Built-up,Water,NULL,Water,Water
1552,Water,Built-up,Water,NULL,Water,Forest
1553,Water,Built-up,Water,Non_Water,Water,Grassland
1554,Water,Built-up,Water,Non_Water,Water,Bareland
1555,Water,Built-up,Water,Non_Water,Water,Water
1556,Water,Built-up,Water,Non_Water,Water,Forest
1557,Water,Built-up,Water,Water,Water,Grassland
1558,Water,Built-up,Water,Water,Water,Bareland
1559,Water,Built-up,Water,Water,Water,Water
1560,Water,Built-up,Water,Water,Water,Forest
1561,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1562,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1563,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1564,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1565,Water,Built-up,Forest,NULL,Non_Wetland,Water
1566,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1567,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1568,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1569,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1570,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1571,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1572,Water,Built-up,Forest,Water,Non_Wetland,Water
1573,Water,Built-up,Forest,Water,Non_Wetland,Forest
1574,Water,Water,NULL,NULL,Non_Wetland,Grassland
1575,Water,Water,NULL,NULL,Non_Wetland,Bareland
1576,Water,Water,NULL,NULL,Non_Wetland,Water
1577,Water,Water,NULL,NULL,Non_Wetland,Forest
1578,Water,Water,NULL,Non_Water,Non_Wetland,Water
1579,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1580,Water,Water,NULL,Water,Non_Wetland,Grassland
1581,Water,Water,NULL,Water,Non_Wetland,Water
1582,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1583,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1584,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1585,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1586,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1587,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1588,Water,Water,Shrubland,NULL,Non_Wetland,Water
1589,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1590,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1591,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1592,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1593,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1594,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1595,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1596,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1597,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1598,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1599,Water,Water,Shrubland,Water,Non_Wetland,Water
1600,Water,Water,Shrubland,Water,Non_Wetland,Forest
1601,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1602,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1603,Water,Water,Grassland,NULL,Non_Wetland,Water
1604,Water,Water,Grassland,NULL,Non_Wetland,Forest
1605,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1606,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1607,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1608,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1609,Water,Water,Grassland,Water,Non_Wetland,Grassland
1610,Water,Water,Grassland,Water,Non_Wetland,Bareland
1611,Water,Water,Grassland,Water,Non_Wetland,Water
1612,Water,Water,Grassland,Water,Non_Wetland,Forest
1613,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1614,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1615,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1616,Water,Water,Cropland,NULL,Non_Wetland,Water
1617,Water,Water,Cropland,NULL,Non_Wetland,Forest
1618,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1619,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1620,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1621,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1622,Water,Water,Cropland,Water,Non_Wetland,Grassland
1623,Water,Water,Cropland,Water,Non_Wetland,Bareland
1624,Water,Water,Cropland,Water,Non_Wetland,Water
1625,Water,Water,Cropland,Water,Non_Wetland,Forest
1626,Water,Water,Wetland,NULL,Wetland,Grassland
1627,Water,Water,Wetland,NULL,Wetland,Cropland
1628,Water,Water,Wetland,NULL,Wetland,Wetland
1629,Water,Water,Wetland,NULL,Wetland,Bareland
1630,Water,Water,Wetland,NULL,Wetland,Water
1631,Water,Water,Wetland,NULL,Wetland,Forest
1632,Water,Water,Wetland,Non_Water,Wetland,Grassland
1633,Water,Water,Wetland,Non_Water,Wetland,Wetland
1634,Water,Water,Wetland,Non_Water,Wetland,Bareland
1635,Water,Water,Wetland,Non_Water,Wetland,Water
1636,Water,Water,Wetland,Non_Water,Wetland,Forest
1637,Water,Water,Wetland,Water,Wetland,NULL
1638,Water,Water,Wetland,Water,Wetland,Grassland
1639,Water,Water,Wetland,Water,Wetland,Wetland
1640,Water,Water,Wetland,Water,Wetland,Bareland
1641,Water,Water,Wetland,Water,Wetland,Water
1642,Water,Water,Wetland,Water,Wetland,Forest
1643,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1644,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1645,Water,Water,Bareland,NULL,Non_Wetland,Water
1646,Water,Water,Bareland,NULL,Non_Wetland,Forest
1647,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1648,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1649,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1650,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1651,Water,Water,Bareland,Water,Non_Wetland,Grassland
1652,Water,Water,Bareland,Water,Non_Wetland,Bareland
1653,Water,Water,Bareland,Water,Non_Wetland,Built-up
1654,Water,Water,Bareland,Water,Non_Wetland,Water
1655,Water,Water,Bareland,Water,Non_Wetland,Forest
1656,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1657,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1658,Water,Water,Built-up,NULL,Non_Wetland,Forest
1659,Water,Water,Water,NULL,Water,NULL
1660,Water,Water,Water,NULL,Water,Grassland
1661,Water,Water,Water,NULL,Water,Cropland
1662,Water,Water,Water,NULL,Water,Wetland
1663,Water,Water,Water,NULL,Water,Bareland
1664,Water,Water,Water,NULL,Water,Built-up
1665,Water,Water,Water,NULL,Water,Water
1666,Water,Water,Water,NULL,Water,Forest
1667,Water,Water,Water,Non_Water,Water,Grassland
1668,Water,Water,Water,Non_Water,Water,Wetland
1669,Water,Water,Water,Non_Water,Water,Bareland
1670,Water,Water,Water,Non_Water,Water,Water
1671,Water,Water,Water,Non_Water,Water,Forest
1672,Water,Water,Water,Water,Water,Grassland
1673,Water,Water,Water,Water,Water,Cropland
1674,Water,Water,Water,Water,Water,Wetland
1675,Water,Water,Water,Water,Water,Bareland
1676,Water,Water,Water,Water,Water,Built-up
1677,Water,Water,Water,Water,Water,Water
1678,Water,Water,Water,Water,Water,Forest
1679,Water,Water,Forest,NULL,Non_Wetland,NULL
1680,Water,Water,Forest,NULL,Non_Wetland,Grassland
1681,Water,Water,Forest,NULL,Non_Wetland,Cropland
1682,Water,Water,Forest,NULL,Non_Wetland,Wetland
1683,Water,Water,Forest,NULL,Non_Wetland,Bareland
1684,Water,Water,Forest,NULL,Non_Wetland,Built-up
1685,Water,Water,Forest,NULL,Non_Wetland,Water
1686,Water,Water,Forest,NULL,Non_Wetland,Forest
1687,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1688,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1689,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1690,Water,Water,Forest,Non_Water,Non_Wetland,Water
1691,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1692,Water,Water,Forest,Water,Non_Wetland,Grassland
1693,Water,Water,Forest,Water,Non_Wetland,Bareland
1694,Water,Water,Forest,Water,Non_Wetland,Water
1695,Water,Water,Forest,Water,Non_Wetland,Forest
1696,Water,Forest,NULL,NULL,Non_Wetland,NULL
1697,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1698,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1699,Water,Forest,NULL,NULL,Non_Wetland,Built-up
1700,Water,Forest,NULL,NULL,Non_Wetland,Water
1701,Water,Forest,NULL,NULL,Non_Wetland,Forest
1702,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1703,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1704,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1705,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1706,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1707,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1708,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1709,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1710,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1711,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1712,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1713,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
1714,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1715,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1716,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1717,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1718,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
1719,Water,Forest,Cropland,NULL,Non_Wetland,Water
1720,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1721,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1722,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1723,Water,Forest,Cropland,Water,Non_Wetland,Bareland
1724,Water,Forest,Cropland,Water,Non_Wetland,Forest
1725,Water,Forest,Wetland,NULL,Wetland,Grassland
1726,Water,Forest,Wetland,NULL,Wetland,Forest
1727,Water,Forest,Wetland,Water,Wetland,Water
1728,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1729,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1730,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1731,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1732,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1733,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1734,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1735,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1736,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1737,Water,Forest,Water,NULL,Water,NULL
1738,Water,Forest,Water,NULL,Water,Grassland
1739,Water,Forest,Water,NULL,Water,Bareland
1740,Water,Forest,Water,NULL,Water,Forest
1741,Water,Forest,Water,Water,Water,Grassland
1742,Water,Forest,Water,Water,Water,Bareland
1743,Water,Forest,Water,Water,Water,Water
1744,Water,Forest,Water,Water,Water,Forest
