Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
9269,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
9270,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9271,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9272,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9273,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9274,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
9275,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9276,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9277,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9278,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
9279,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9280,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9281,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
9282,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9283,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9284,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9285,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9286,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
9287,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9288,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9289,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9290,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9291,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
9292,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9293,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9294,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
9295,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9296,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9297,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9298,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9299,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9300,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9301,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9302,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9303,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9304,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
9305,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9306,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9307,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9308,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9309,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9310,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9311,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9312,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9313,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
9314,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9315,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9316,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9317,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
9318,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9319,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
9320,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9321,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
9322,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
9323,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
9324,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9325,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
9326,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9327,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9328,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9329,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9330,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9337,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9338,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9339,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9340,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9341,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9342,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
9347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
9350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
9362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9363,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9364,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9365,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9366,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9367,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
9368,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9369,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9370,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9379,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9380,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9381,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9382,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9383,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9384,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9385,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9386,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9387,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9388,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9395,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9396,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9397,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9398,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9399,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9400,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9401,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9402,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
9403,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9404,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9405,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9406,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9407,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9417,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
9418,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9419,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9420,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9421,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9422,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9423,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9424,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9425,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9426,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
9427,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9428,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9429,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9430,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9431,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9432,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9433,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9434,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9435,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
9436,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
9437,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
9438,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
9439,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
9440,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9441,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
9442,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9443,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9444,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9445,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9446,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9447,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9451,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9452,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9453,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9455,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9456,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9457,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9458,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9459,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9460,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9461,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9462,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9463,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9464,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9467,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9468,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9470,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9472,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9473,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9474,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9475,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9476,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9477,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9478,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9479,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9480,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9481,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Built-up
9482,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9483,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9484,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9485,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9486,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9487,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9488,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9489,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9490,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9491,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9495,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9496,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9497,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9498,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9499,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9500,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9501,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9502,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9503,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9504,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9505,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9506,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9507,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9508,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9509,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9510,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9515,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9516,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9517,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9518,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9519,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9520,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9521,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9522,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9523,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9524,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9525,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9526,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9527,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9528,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9529,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
9530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
9537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9538,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
9550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9553,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9554,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9555,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9556,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9557,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9558,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9559,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9560,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9561,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9562,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
9563,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9564,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9565,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9566,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9567,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9568,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9569,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9570,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9571,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9572,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9573,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9574,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9575,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9576,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9577,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9578,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9579,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9580,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9581,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9582,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9583,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9584,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9585,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9586,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9587,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9588,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9589,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9590,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9591,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9592,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9593,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9594,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
9595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
9596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
9597,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9598,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9599,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9600,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
