Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUV_M_R
1037,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1040,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1042,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1043,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1044,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1045,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1046,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1048,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1051,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1052,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1053,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1054,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1055,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
1056,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1057,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1058,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1059,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1060,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1061,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1063,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1065,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1066,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1067,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1069,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1071,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1073,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1075,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1076,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1079,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1081,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1083,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1085,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1086,Forest,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1087,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1088,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1090,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1091,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1092,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1093,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1094,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1096,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1097,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1099,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1100,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1101,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1102,Forest,Water,Water,Water,Water,NULL,NULL,Water
1103,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1104,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1105,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1106,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1107,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1109,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1110,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1111,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1112,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1113,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1115,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1116,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1119,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1120,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1121,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1124,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1125,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1126,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1127,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1129,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1130,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1131,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1132,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1133,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1135,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1137,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1138,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1140,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1141,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1144,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1146,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1147,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1148,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1149,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1150,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1151,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1152,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1153,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1154,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1155,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1156,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1157,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1158,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1159,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1160,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1161,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1162,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1163,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1168,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1169,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
1170,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1171,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
1172,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1173,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1174,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1175,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1176,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1177,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1178,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1179,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1181,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1182,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1183,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1184,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1185,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1187,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1190,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1191,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
