Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
340,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
342,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
344,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
348,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
352,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
353,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
355,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
356,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
357,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
358,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
359,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
360,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
361,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
362,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
374,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
375,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
377,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
380,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
383,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
384,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
385,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
387,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
389,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
391,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
392,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
393,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
394,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
395,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
396,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
397,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
400,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
401,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
403,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
404,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
407,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
408,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
409,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
411,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
414,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
416,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
417,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
420,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
425,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
426,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
427,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
428,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
429,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
430,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
431,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
432,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
433,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
434,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
436,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
439,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
440,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
441,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
443,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
444,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
445,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
446,NULL,Water,Water,Water,Water,NULL,NULL,Water
447,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
449,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
452,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
453,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
454,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
456,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
458,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
460,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
462,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
468,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
469,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
471,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
474,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
476,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
478,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
480,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
482,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
483,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
486,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
487,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
488,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
490,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
491,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
492,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
493,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
494,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
495,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
496,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
497,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
498,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
499,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
500,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
501,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
502,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
503,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
506,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
508,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
509,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
510,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
512,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
513,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
514,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
515,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
516,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
517,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
519,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
521,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
522,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
524,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
525,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
526,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
527,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
533,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
534,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
535,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
536,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
537,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
540,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
541,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
542,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
543,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
544,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
546,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
547,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
560,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
561,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
562,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
563,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
564,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
569,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
570,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
571,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
572,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
574,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
575,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
576,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
577,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
578,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
579,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
580,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
581,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
582,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
583,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
584,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
586,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
587,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
591,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
593,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
594,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
596,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
597,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
598,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
599,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
601,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
603,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
604,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
605,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
606,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
607,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
608,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
609,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
610,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
611,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
612,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
613,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
614,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
615,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
616,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
617,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
618,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
619,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
621,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
622,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
624,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
625,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
627,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
628,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
630,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
631,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
634,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
635,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
637,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
639,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
640,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
641,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
642,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
643,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
644,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
645,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
646,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
647,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
648,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
649,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
650,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
651,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
652,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
653,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
654,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
655,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
656,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
657,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
658,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
659,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
660,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
661,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
662,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
664,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
665,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
666,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
667,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
668,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
669,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
670,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
672,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
674,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
675,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
677,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
678,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
679,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
680,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
681,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
682,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
683,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
684,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
685,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
686,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
687,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
688,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
