Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUG_M_R
6960,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6961,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6962,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6963,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6964,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6965,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6966,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6967,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
6968,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6969,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6970,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6971,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6972,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6973,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6974,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6975,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6976,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6977,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6978,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6979,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6980,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6981,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6982,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6983,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6984,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6985,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6986,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6987,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6988,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6989,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6990,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6991,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6993,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6994,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
6995,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6996,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6997,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6998,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6999,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7000,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7001,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7002,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7003,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7004,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
7005,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7006,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
7007,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7008,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
7009,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7010,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7011,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7012,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
7013,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7014,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7015,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
7016,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7017,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
7018,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
7019,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7020,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7021,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7022,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7023,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7024,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7025,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7026,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
7027,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7028,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7029,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7030,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7031,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7032,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7033,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7034,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7035,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7036,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7037,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7038,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7039,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7040,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7041,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7042,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7043,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7044,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7045,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7046,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7047,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7048,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7049,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7050,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7051,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7052,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7053,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7054,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7055,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7056,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7057,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7058,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7059,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7060,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7061,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7062,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7063,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7064,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7065,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7066,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7067,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7068,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7069,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7070,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7071,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7072,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7073,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7074,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7075,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7076,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7077,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7078,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
7079,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7080,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
7081,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
7082,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7083,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7084,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7085,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7086,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7087,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7088,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7089,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
7090,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
7091,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7092,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7093,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7094,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7095,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7096,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
7097,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7098,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7099,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7100,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7101,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7102,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7103,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7107,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7108,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7109,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
7110,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7111,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7112,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7113,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7114,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7115,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7116,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7117,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7118,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7119,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7120,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7121,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7122,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7123,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7124,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7125,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7126,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7127,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7128,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7129,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7130,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7131,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7132,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7133,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7134,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7135,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7136,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7137,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7138,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7139,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7140,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7141,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7142,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7143,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7144,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
7145,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7146,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7147,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7148,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7149,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7150,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7151,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7152,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7153,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7154,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7155,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7156,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7157,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
7158,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7159,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7160,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7161,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7162,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
7163,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7164,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7165,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7166,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7167,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7168,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7169,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7170,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7171,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7172,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7173,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7174,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7175,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
7176,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7177,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7178,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7179,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7180,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7181,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7182,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7183,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7184,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7185,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7186,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7187,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7188,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7189,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7190,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7191,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7192,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7193,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7194,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7195,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7196,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7197,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7198,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7199,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7200,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7201,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7202,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7203,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7204,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7205,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7206,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7207,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
7208,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7209,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
7210,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7211,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7212,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7213,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7214,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7215,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7216,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7217,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
7218,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7219,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7220,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7221,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7222,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7223,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7224,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
7225,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7226,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7227,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7228,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7229,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7230,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
7231,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7232,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7233,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7234,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
7235,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7236,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7237,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7238,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7239,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7240,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7241,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
7242,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7243,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7244,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7245,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7246,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7247,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7248,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
7249,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7250,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7251,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
7252,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7253,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
7254,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
7255,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
7256,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7257,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7258,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7259,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
7260,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7261,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7262,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7263,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7264,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
7265,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
7266,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7267,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7268,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7269,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7270,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7271,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7272,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7273,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7274,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
7275,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7276,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7277,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7278,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7279,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7280,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
7281,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7282,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7283,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
7284,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7285,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
7286,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
7287,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
7288,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
7289,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
7290,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
7291,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
7292,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
7293,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7294,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
7295,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7296,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7297,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7298,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7299,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7300,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
7301,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7302,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7303,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7304,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7305,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7306,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7307,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
