Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPT_M_R
3023,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
3024,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3025,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3026,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3027,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3028,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3029,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3030,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3031,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3032,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3033,Forest,Water,Water,NULL,Water,NULL,Water,Water
3034,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3035,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3036,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3037,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3038,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3039,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3040,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3041,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
3042,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3043,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3044,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3045,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3046,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3047,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3048,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3049,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3050,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3051,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3052,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3053,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3054,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3055,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3056,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3057,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3058,Forest,Water,Water,NULL,Water,Water,Water,Water
3059,Forest,Water,Water,NULL,Water,Water,Water,Forest
3060,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
3061,Forest,Water,Water,NULL,Water,Water,Forest,Water
3062,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3063,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3064,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3065,Forest,Water,Water,NULL,Water,Forest,Water,Water
3066,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3067,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3068,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3069,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3070,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3071,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3072,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3073,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3074,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3075,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3076,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3077,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3078,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
3079,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3080,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3081,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3082,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3083,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3084,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3085,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3086,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3087,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3088,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3089,Forest,Water,Water,Water,Water,NULL,Water,Water
3090,Forest,Water,Water,Water,Water,NULL,Water,Forest
3091,Forest,Water,Water,Water,Water,NULL,Forest,Water
3092,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3093,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3094,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3095,Forest,Water,Water,Water,Water,Grassland,Water,Water
3096,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3097,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3098,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3099,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3100,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3101,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3102,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3103,Forest,Water,Water,Water,Water,Wetland,Water,Water
3104,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3105,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3106,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3107,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3108,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3109,Forest,Water,Water,Water,Water,Water,Wetland,Water
3110,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3111,Forest,Water,Water,Water,Water,Water,Water,Grassland
3112,Forest,Water,Water,Water,Water,Water,Water,Wetland
3113,Forest,Water,Water,Water,Water,Water,Water,Water
3114,Forest,Water,Water,Water,Water,Water,Water,Forest
3115,Forest,Water,Water,Water,Water,Water,Forest,Grassland
3116,Forest,Water,Water,Water,Water,Water,Forest,Wetland
3117,Forest,Water,Water,Water,Water,Water,Forest,Water
3118,Forest,Water,Water,Water,Water,Water,Forest,Forest
3119,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3120,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3121,Forest,Water,Water,Water,Water,Forest,Water,Water
3122,Forest,Water,Water,Water,Water,Forest,Water,Forest
3123,Forest,Water,Water,Water,Water,Forest,Forest,Water
3124,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3125,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3126,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3127,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3128,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3129,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3130,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3131,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3132,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3133,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3134,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3135,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3136,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3137,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3138,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3139,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3140,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3141,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3142,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3143,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3144,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3145,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3146,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3147,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3148,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3149,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3150,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3151,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3152,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3153,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3154,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3155,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3156,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3157,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3158,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3159,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3160,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3161,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3162,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3163,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3164,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3165,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3166,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3167,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3168,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3169,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3170,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3171,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3172,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3173,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3174,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3176,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3177,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3178,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3179,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3180,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3181,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3182,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3183,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3184,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3185,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3186,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3187,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3188,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3189,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3190,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3191,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3192,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3193,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3194,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3195,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3196,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3197,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3198,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3199,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3200,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3201,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3202,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3203,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3204,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3205,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3206,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3207,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3208,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3209,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3210,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3211,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3212,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3213,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3214,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3215,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3216,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3217,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3218,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3219,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3220,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3221,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3222,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3223,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3224,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3225,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3226,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3227,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3228,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3229,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3230,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3231,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3232,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3233,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3234,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3235,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3236,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3237,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3238,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3239,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3240,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
3241,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3242,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3243,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3244,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3245,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3246,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3247,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3248,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3249,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3250,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3251,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3252,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3253,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3254,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3255,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3256,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3257,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3258,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3259,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3260,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3261,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3262,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3263,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
3266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3276,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3277,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3278,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3279,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3280,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3281,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3282,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3283,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3285,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3286,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3287,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3288,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3289,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3292,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3293,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3294,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3295,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3296,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3297,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3298,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3299,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3300,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3301,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3302,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3303,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3304,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3305,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3306,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3307,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3308,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3309,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3310,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3311,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3312,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3313,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3314,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3315,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3316,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3317,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
3318,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3319,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3320,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3321,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3322,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3323,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
3324,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3325,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
3326,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
3327,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3328,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
3329,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3330,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3331,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3332,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3333,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3334,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3335,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3336,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3337,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3338,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3339,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3340,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3341,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3342,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3343,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
3344,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3345,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3346,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
3347,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3348,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3349,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3350,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3351,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3352,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3353,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3354,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3355,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3356,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3357,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3358,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3359,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3360,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3361,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3362,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3363,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3364,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3365,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3366,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3367,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3368,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3369,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3370,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3371,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3372,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3373,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3375,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3376,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3377,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3378,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3379,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3380,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3381,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3382,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3383,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3384,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3385,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3386,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
