Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R
2552,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
2553,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
2554,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2555,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2556,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2557,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up
2558,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
2559,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2560,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2561,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
2562,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
2563,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2564,Water,Forest,Wetland,NULL,Wetland,NULL,NULL
2565,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
2566,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
2567,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
2568,Water,Forest,Wetland,NULL,Wetland,NULL,Water
2569,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
2570,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2571,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
2572,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2573,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
2574,Water,Forest,Wetland,Water,Wetland,NULL,Water
2575,Water,Forest,Wetland,Water,Wetland,NULL,Forest
2576,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2577,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2578,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
2579,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2580,Water,Forest,Water,NULL,Water,NULL,NULL
2581,Water,Forest,Water,NULL,Water,NULL,Grassland
2582,Water,Forest,Water,NULL,Water,NULL,Wetland
2583,Water,Forest,Water,NULL,Water,NULL,Bareland
2584,Water,Forest,Water,NULL,Water,NULL,Water
2585,Water,Forest,Water,NULL,Water,NULL,Forest
2586,Water,Forest,Water,Non_Water,Water,NULL,Grassland
2587,Water,Forest,Water,Non_Water,Water,NULL,Water
2588,Water,Forest,Water,Non_Water,Water,NULL,Forest
2589,Water,Forest,Water,Water,Water,NULL,Grassland
2590,Water,Forest,Water,Water,Water,NULL,Bareland
2591,Water,Forest,Water,Water,Water,NULL,Water
2592,Water,Forest,Water,Water,Water,NULL,Forest
2593,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2594,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2595,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2596,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2597,Water,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
2598,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
2599,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2600,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2601,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
2602,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2603,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2604,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2605,Water,Forest,Forest,Water,Non_Wetland,NULL,Bareland
2606,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
2607,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
2608,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2609,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2610,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2611,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2612,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2613,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2614,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2615,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2616,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2617,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2618,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2619,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2620,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2621,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2622,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2623,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2624,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2625,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water
2626,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2627,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,Water
2628,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
2629,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
2630,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
2631,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Bareland
2632,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Water
2633,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Forest
2634,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Water
2635,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Grassland
2636,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
2637,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2638,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2639,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
2640,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2641,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2642,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2643,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Water
2644,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Forest
2645,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2646,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2647,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2648,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2649,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2650,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2651,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2652,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2653,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2654,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
2655,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Forest
2656,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2657,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
2658,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2659,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2660,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2661,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
2662,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
2663,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
2664,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
2665,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2666,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
2667,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,Water
2668,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
2669,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,Water
2670,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
2671,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2672,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
2673,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2674,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2675,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
2676,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,Water
2677,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2678,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2679,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2680,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2681,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2682,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2683,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
2684,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
2685,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2686,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2687,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2688,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2689,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
2690,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2691,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2692,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,Bareland
2693,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,Water
2694,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2695,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2696,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2697,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2698,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2699,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2700,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2701,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2702,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2703,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2704,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
2705,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Water
2706,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2707,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2708,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
2709,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
2710,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
2711,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Grassland
2712,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
2713,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
2714,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Grassland
2715,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
2716,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Forest
2717,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
2718,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
2719,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2720,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2721,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
2722,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
2723,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2724,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2725,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
2726,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
2727,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2728,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2729,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2730,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2731,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2732,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2733,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2734,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2735,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2736,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2737,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2738,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Grassland
2739,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
2740,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2741,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2742,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Grassland
2743,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
2744,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,Forest
2745,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Forest
2746,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2747,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2748,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
2749,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2750,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2751,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2752,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2753,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
2754,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2755,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
2756,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water
2757,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2758,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2759,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
2760,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
2761,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
2762,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2763,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
2764,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
2765,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
2766,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2767,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2768,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2769,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2770,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2771,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2772,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2773,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2775,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
2776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2777,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
2778,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2779,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2780,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2781,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2782,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2783,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2784,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2785,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2786,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2787,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2788,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2789,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2790,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2791,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2792,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
2793,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
2794,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2795,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
2796,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2797,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2798,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2799,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
2800,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
2801,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2802,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
2803,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2804,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2805,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
2806,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2807,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2808,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
2809,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
2810,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2811,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2812,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2813,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
2814,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up
2815,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2816,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2817,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2818,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2819,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2820,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2821,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2822,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2823,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2824,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2825,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2826,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
2827,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
2828,Forest,NULL,Water,NULL,Water,NULL,Grassland
2829,Forest,NULL,Water,NULL,Water,NULL,Bareland
2830,Forest,NULL,Water,NULL,Water,NULL,Water
2831,Forest,NULL,Water,NULL,Water,NULL,Forest
2832,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2833,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
2834,Forest,NULL,Water,Non_Water,Water,NULL,Water
2835,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2836,Forest,NULL,Water,Water,Water,NULL,Grassland
2837,Forest,NULL,Water,Water,Water,NULL,Bareland
2838,Forest,NULL,Water,Water,Water,NULL,Water
2839,Forest,NULL,Water,Water,Water,NULL,Forest
2840,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2841,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2842,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2843,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2844,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2845,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2846,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2847,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2848,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2849,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2850,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
2851,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2852,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2853,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2854,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2855,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2856,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2857,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland
2858,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
2859,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
2860,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water
2861,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2862,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2863,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2864,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2865,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2866,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2867,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2868,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
2869,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest
2870,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2871,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2872,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2873,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
2874,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
2875,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
2876,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2877,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2878,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2879,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water
2880,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2881,Forest,Cropland,Water,NULL,Water,NULL,Bareland
2882,Forest,Cropland,Water,Non_Water,Water,NULL,Water
2883,Forest,Cropland,Water,Water,Water,NULL,Grassland
2884,Forest,Cropland,Water,Water,Water,NULL,Wetland
2885,Forest,Cropland,Water,Water,Water,NULL,Forest
2886,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2887,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
2888,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water
2889,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2890,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Bareland
2891,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest
2892,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2893,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
2894,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
2895,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water
2896,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2897,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2898,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
2899,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
2900,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
2901,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
2902,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
2903,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water
2904,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Forest
2905,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
